ASH,TA_AV,RH
-1,21.3,41
1,21.7,38
0,22.6,38
-1,21.8,38
-1,20.7,41
-1,17.2,55
0,20,51
0,21.1,46
-1,20.7,49
-2,21.1,47
-1,20.7,49
2,24.1,37
1,25,38
-2,16.9,57
0,22.6,45
1,21.8,48
0,19.2,54
-1,18.9,56
0,24.4,42
0,23.7,44
3,23.6,44
2,24.2,42
0,23.9,43
1,24.1,21
0,23,24
2,23.3,28
2,23.4,29
-3,23.4,25
0,23.4,25
0,20.3,33
1,21.5,39
0,21.7,40
1,23.5,35
2,23.1,37
2,23.1,37
2,23,37
1,23.1,37
1,23.1,37
2,23.3,35
1,20.7,26
-1,20.9,26
0,20.6,26
0,21.6,26
1,21.1,26
2,23.3,24
0,23.1,24
-1,20.7,32
-1,20.9,31
0,21,30
2,20.6,29
1,18.9,39
1,23.3,36
2,23.3,36
0,22.5,43
1,22.4,43
2,23.1,42
1,23.3,42
2,24.3,41
1,23.6,43
1,23.3,42
1,21,48
1,22.8,42
1,23.4,42
1,24,37
0,23.9,38
1,24.1,39
2,24.4,38
2,24.2,37
3,24,38
2,23.9,38
1,22.6,39
1,23.4,37
0,21.4,43
1,27.6,28
2,27.5,27
2,25,36
1,25.1,36
1,23.2,35
-1,21.6,42
0,24,37
0,22.6,44
0,24.4,41
1,24.9,38
1,25.4,39
0,22,45
2,25.1,39
-1,21.8,45
0,23.3,43
0,24.8,39
0,24.8,39
0,23.4,44
2,24,42
2,24.5,49
0,24.6,45
0,24.5,48
-1,22.6,54
2,24.1,49
1,24.3,45
0,24.7,47
0,23.5,50
1,23.5,50
1,24.7,52
1,24.4,53
0,25.3,51
1,24.8,51
2,25.3,50
0,24.3,51
1,25.2,50
0,21.7,60
0,20.1,67
1,23.9,44
2,26.6,26
2,26,29
1,26.7,27
2,26.1,26
2,25.6,28
,24.9,27
0,22.9,31
0,25.3,31
0,24.4,33
2,26.2,25
1,23.4,47
0,23.9,44
0,24.7,42
3,24.5,43
2,24.7,42
0,21.2,51
0,21.4,51
-1,24.5,43
0,23.9,44
0,24.7,44
1,25.5,48
0,24.6,44
-1,22.2,52
-1,20.5,52
2,25.1,41
1,25.4,48
1,24.2,52
0,24.6,51
0,24.6,54
0,24.8,51
-1,20.9,41
0,20.9,41
0,20.8,40
-1,20.9,42
0,20.9,42
-2,20.9,42
-1,20.9,42
1,21.3,39
-1,21.3,39
-1,21.1,39
-1,21.1,39
0,21.1,39
2,21.1,39
0,21.1,39
-2.5,21.1,39
-2,21.1,39
0,21.3,36
-3,21.3,36
-2.5,21.3,36
2,22.6,34
-1,22.6,34
1,23.2,32
0,23.2,32
1,23.2,32
0,23.3,32
2,23.3,32
1,23.1,33
1,23.1,33
0.5,22.4,32
2,21.8,33
-1,21.8,33
1,21.8,33
0,21.2,34
0,21.1,39
-1,21.1,39
0,21.1,39
-1,21.9,33
-2,20.8,34
0,22.6,41
-2,22.7,41
1,22.7,41
-1,22.7,41
1,22.7,41
1,22.6,40
-1,22.6,40
1,22.6,41
2.5,22.6,41
0,22.7,40
0,22.7,40
1,22.1,41
-1,21.6,43
-2,21.8,43
2,21.8,43
1,21.8,43
-1,21.7,44
-3,21.5,44
-1,21.5,44
-1,21.9,43
-1,21.9,43
0,22.3,42
1,22.3,42
1,22.3,42
-2,22.3,42
0,22.3,42
0,22.2,41
0,22.2,41
-1,22,42
1,22.4,40
0,22.4,40
2,22.4,40
0,22.4,40
0,22.4,40
0,23.3,38
0,23.3,38
2,23.3,38
1,23.3,38
2,23.5,36
0,23.5,36
2,23.5,36
0,23.6,36
-1,20.5,41
-1,20.5,41
-0.9,22.66666667,56.18870842
1,22.78,56.24798521
0,22.86333333,55.88005126
-1,22.54333333,56.78054882
-1,22.4,57.856769
-0.5,22.17333333,57.87369414
-0.5,22.53666667,56.68290385
-2.8,22.21333333,58.52982278
0,22.21666667,59.88808342
-1,22.51666667,58.5115817
1,21.76,60.97859489
1,22.47333333,58.34646511
-1.2,22.38666667,58.28613262
1.6,23.03,56.58720573
0,22.91,56.66576386
-1,22.42666667,59.27494853
-0.2,22.07666667,60.30085075
-1,22.35666667,56.41822322
1,22.39333333,56.11826294
0,22.46333333,56.1742285
-1.4,22.20666667,57.9320714
0,23.07666667,56.17998241
1,21.80666667,60.74148472
-0.5,22.39666667,59.03852428
0,21.87,60.92608761
0,21.65,60.41084968
0,23.13666667,54.94070888
-1,22.56333333,57.29675192
2,22.68666667,56.94299694
0.5,22.63333333,57.39356303
1,22.69,56.84623739
-0.5,22.28666667,58.592355
1,22.08333333,59.34688225
0,21.81666667,60.29628272
-0.5,21.47,61.60148017
1,22.75333333,58.51961071
1,23.40333333,54.45514448
0.5,23.56666667,54.03721853
1,22.85,57.1596587
-1,22.77666667,56.87349745
0,22.78666667,56.64666724
0,22.92,57.39479841
1.1,22.97,56.22236172
-2,22.37,57.962458
1.5,22.36666667,59.88631831
1.6,22.83666667,58.92021597
-1,22.18333333,61.33170163
0,21.71,64.09261085
0.3,21.87333333,63.31634314
-1,22.84,59.3037487
0,22.58666667,60.21024408
0,22.47666667,62.23107284
0,22.56,61.7342025
0,21.91666667,64.89785895
1,23.12333333,59.48509004
1,23.26333333,59.07721185
0.1,23.1,59.27394802
0,23.16,59.34135696
0,22.75333333,61.21903262
-0.2,22.75333333,62.56874357
-1,23.22,59.50130271
3,22.20333333,62.90182892
0.8,23.41333333,59.00765447
0,22.84,61.22141236
0,23.4,59.32134888
1.1,23.3,59.21437178
0,23.24666667,59.3935202
1,22.95,60.48133765
2,22.97,59.02872326
1.6,23.44666667,57.89508574
1,23.36333333,58.349802
1,22.97666667,58.66023108
0,23.23,58.29477294
-0.5,22.14,61.88159571
0,21.73,63.45004359
1,21.96333333,62.56473541
0,22.65333333,59.60328924
0,22.51,59.52538392
-1,22.52,59.48921882
1,22.72333333,59.10913793
0,22.50666667,60.11232279
-3,21.12666667,65.4010575
-2,21.67333333,63.94072073
0,22.73333333,60.90725872
0,22.76333333,59.5439669
-0.7,22.76666667,59.9411703
0,22.73666667,59.47155395
1,22.81666667,60.28769445
0,23.01,58.31652257
0,23.2,58.02531319
0,22.52,59.09816398
-1,22.3,57.96221166
1,22.65,56.83893815
1,22.80666667,55.66545938
0,22.88666667,56.49549372
-0.2,23.17,54.46517991
0,22.15666667,56.50996413
1,21.96333333,56.69771091
-0.9,22.85,55.19524461
-3,22.22333333,56.25397695
0,21.38666667,58.86666078
-1,21.64666667,58.96758705
0.2,21.77333333,58.68992926
0,22.51666667,54.8454425
-0.5,22.32666667,56.57076642
0,22.89,53.29312648
0,21.91333333,56.56664747
1,23.3,52.31379932
0,23.13666667,53.19880123
-1,23.33666667,52.55967392
0,23.08333333,54.05374253
0,23.00333333,54.31611486
-1,22.04,57.2269228
0.3,22.37,57.17318197
1,23.28666667,53.18517639
2,23.44333333,52.75192566
-0.3,23.00333333,54.12619838
0.2,23.31333333,52.98116976
1,23.96666667,57.58816661
3,24.06,55.09522555
0,23.16,59.34135696
-1.1,23.20666667,58.36528556
0,23.53,57.89229236
0.5,24.52333333,54.28999339
0,22.94,59.66024817
1,23.88666667,55.66093293
1,23.71666667,53.96023678
1,24.14666667,54.08957168
3,21.62333333,62.69072263
0,22.78666667,57.60841031
1,22.19666667,61.25701089
3,21.07333333,65.32215854
-0.5,22.72333333,59.35059683
0,21.09666667,65.20183859
1.1,22.41,59.19946377
1,23.89333333,56.02090663
-2,22.09666667,63.98843396
1.3,23.56,56.04348837
-1,22.92666667,58.21829345
1.2,23.14,58.23620984
1,24.11,55.24091918
0,22.69,57.95897225
1,22.80333333,55.50699179
0,24,50.82412314
0,24.05,50.98367071
2,24.08666667,52.01730135
-0.3,23.03666667,54.94257822
1.5,22.88333333,56.19496184
-1,22.64666667,56.20847211
1,23.56666667,54.17483454
0,23.28333333,54.57109037
0,24.16666667,52.16635416
0,22.85333333,55.77019508
0,21.07,60.3548971
1,22.5,55.74415166
0.5,22.64333333,54.88385673
2,23.85,51.19427254
0,23.14,52.49262245
0,23.71666667,51.36905439
0,23.08,55.14048736
0.4,22.97333333,55.36618362
0,22.27666667,57.48722228
-2,22.50666667,56.3461317
1,23.76333333,53.42230656
1.3,23.83,53.37839101
0,22.24,55.78771785
0,22.58333333,55.37642926
0,23.5,52.23887004
1,23.75,51.73013497
2,23.49,52.40866849
1,22.94333333,55.22861631
1,22.22,55.8557187
0,22.10666667,54.778002
1,20.43,59.56003466
0,21.17,57.38409587
0,20.43666667,59.96746038
-1,24.44333333,49.15212667
-1,23.31666667,52.80947206
0,22.89333333,53.48431258
-1,22.24,54.99217107
0,22.25,55.40591263
-0.3,22.29666667,55.23749231
1,21.54333333,57.60159347
1,21.17,59.18896105
-0.6,22.47,54.86528946
0.5,22.13666667,55.77847956
0.2,22.18666667,55.9578953
-1,21.92333333,57.1912382
1,21.33333333,58.61056306
0,22.25,54.4120846
0,22.62,53.54155973
0,21.76333333,57.39463046
-0.2,22.47333333,55.74784103
0.5,22.27333333,56.0829389
0.1,22.27,56.0829389
0.7,22.68333333,56.10620377
1,22.88333333,54.85584786
-1,22.09333333,56.65125707
0.1,22.3,56.97140462
0,23.40333333,52.60135232
0,20.62333333,61.17191691
0,21.69,56.97238148
2,22.60666667,54.20608299
1.5,23.02666667,54.59670101
0.9,23.38666667,53.9779234
2,23.46333333,53.75038608
0,22.25,58.28801391
-1,22.63666667,56.33966195
0.7,23.84,52.08258809
0,22.84333333,54.70135592
0.5,22.68333333,56.15461292
0,21.23666667,58.77655412
-2,21.64666667,57.52432443
-1,20.06666667,62.94643057
3,20.25333333,61.91187212
-0.1,20.71,60.77879837
0,20.21,62.62848037
0,23.15666667,53.93386405
1.4,22.53,56.61965324
0.7,23.19666667,54.74174655
0,21.09,60.28075775
0.1,21.41333333,60.41608716
1,20.78,61.82215988
-2,22.12,57.69972505
3,20.38,63.58979009
0,21.72666667,59.09009718
2,23.12,60.94629273
0,23.09333333,60.67923507
1,22.89333333,61.46633243
-0.3,22.64,60.80413129
-0.2,21.99666667,62.81583068
-1,21.89666667,64.06342032
-1,21.66,64.03136354
-1,23.04666667,60.02158276
1,23.15333333,60.83580723
1,23.05333333,62.62504258
-0.5,22.98,58.04225457
0,22.20666667,66.99796735
0,22.85,60.08232356
2,23.64333333,57.64677542
0.2,22.98,61.27474705
0.5,22.91,61.39188907
1,22.80666667,62.58161654
-1.5,22.82,61.43968861
1,22.42333333,64.47490235
2,22.83,62.60171675
0,22.43666667,64.98597195
-1,22.22666667,65.8218519
-1.7,22.97333333,60.45568675
0,22.45666667,65.34853482
0,22.86666667,65.17781906
-0.2,22.71,64.17040973
2,23.83,59.6103859
1,23.15666667,61.59839748
0,22.13666667,67.0842521
0,23.37666667,59.67141351
0,22.72666667,62.88602069
0,22.27,64.66908795
-1,22.69666667,62.61379913
0,22.12,63.60993995
1,21.62666667,66.72941863
-1,21.51,64.31009622
0,23.11666667,60.61634373
-0.5,22.91666667,61.64096388
0,22.96666667,62.88152469
-1,22.45333333,68.43187911
2,23.92666667,57.00856279
-1.8,22.34,65.58018728
0,22.84,63.61849194
1,22.5,62.64487632
0,22.81,63.78233827
1,23.02666667,63.64875821
1,22.58,67.60112912
1,22.30333333,65.39326444
0,22,66.59991687
1,22.19,65.832818
2,22.47,65.50493898
1,22.80333333,63.43656204
-1.5,23.03666667,63.4681507
0.8,21.79666667,66.5500304
0,22.13333333,67.4755474
-1,23.16333333,65.17204497
1,23.8,64.06121012
-1,23.22,69.99602067
-0.5,22.95666667,69.10687326
1,23.40333333,66.27306945
0,22.43,72.05395899
0,22.63,73.90270976
0,22.15333333,71.69291792
2,22.53,70.93333606
1,22.39666667,70.26519946
0,22.61666667,69.67204778
-1.3,20.98333333,76.05022529
0,22.85666667,69.52685041
-1.5,22.86,70.38875352
0.2,22.27333333,71.7166785
0,23.19666667,72.47300636
0,22.77666667,76.60119115
0,22.72666667,75.82036723
2,22.28666667,71.53026079
-1,23.25333333,70.19659356
-0.2,23.41,68.08575515
1,23.12333333,69.66637328
0.5,23.04333333,68.82031565
2,23.58,65.74081257
0,23.43333333,67.63353842
-1,23.08666667,68.56517457
0,22.46666667,72.32019834
-2,23.31333333,69.10384763
0,22.10333333,71.00910854
1,22.56333333,73.43736885
1,23.03666667,66.97310828
2,23.77,62.59067397
1,23.49666667,63.57111169
0,21.66333333,73.87045481
0,22.86333333,67.37209265
0,23.12,65.89552763
0,22.30666667,69.01722451
-1,22.72666667,67.13311955
-0.5,21.15333333,72.5490915
-1,22.55,74.99457721
0,21.73666667,77.25203564
0,22.36666667,71.1828314
-1,22.61333333,67.52668096
1,23.08666667,68.65961696
0.3,21.93666667,69.88262358
-1.5,22.21333333,69.04028457
1,22.56333333,71.38931474
1,23.38,72.24602709
1,22.92333333,75.3813645
0,23.48333333,77.94555035
0,23.34333333,66.69962159
1.3,24.09666667,63.71627486
0,22.72,69.0089527
0,22.51333333,69.94354889
1,22.15333333,71.24296237
0,23.04333333,67.3993869
2,22.40333333,71.98859258
1,21.75666667,73.52247041
-0.5,24.16666667,63.27216832
0,22.96666667,68.49424777
0,22.26333333,71.3630726
1,22.53333333,75.57429125
2,23.55,64.39013407
-2,23.10333333,62.67181766
0,22.91,62.20344593
0.5,24.10333333,58.56209921
-1,22.95,64.00544709
0.3,24.74666667,55.34349964
0,23.22666667,63.53896135
0,23.50333333,60.25435804
0,22.62333333,61.26670311
0,23.17,59.30548494
-2,23.54666667,57.36325068
0,23.64,59.51961043
0,23.78333333,59.01997078
0,22.6,64.55172255
1,23.03666667,62.89977921
1,23.45666667,61.32346453
0.5,23.35666667,62.25217729
1,23.55666667,61.64324724
0,23.03333333,64.40704572
0,23.17,64.38075623
2,23.68333333,60.880147
0,23.49666667,60.34649008
1,22.88333333,61.16881379
0,22.42666667,63.55100203
0,22.51333333,64.07416018
1.9,24.67333333,54.74985914
1,23.38666667,60.65560465
1,23.73333333,62.96872242
0,23.26,58.84352035
1,23.42333333,52.63047442
0,23.86333333,50.93810034
-1,23.75333333,55.08805601
1,23.31,58.29326594
2,23.72,55.18763897
1,23.70666667,56.63096674
1,23.63,55.48760874
0,23.08,57.5029761
-1,23.82333333,57.02543819
0,23.67333333,54.25974805
-1.3,23.51333333,60.77048881
0,23.41333333,61.50876384
0,22.81666667,65.75966672
0,23.64666667,64.64237135
1,24.66666667,61.57748863
1,23.27333333,64.2263448
0,23.31333333,63.51216744
0.8,23.85,61.47823213
0,22.91666667,65.41003211
0,22.59666667,65.42732994
-1,22.52,66.28379682
0,23.62333333,64.39344432
1,23.66,61.6378892
0,22.94333333,66.09326215
0,23.31,65.56245018
2,23.28333333,66.75505495
1,23.69666667,63.12808304
0,23.94666667,61.1096988
0,23.19333333,63.73971454
-1,23.66333333,61.729137
-1,22.85666667,63.58929569
0,22.80666667,64.59882905
0,23.44333333,63.80162788
1,23.28666667,65.50174355
0,23.78666667,61.2478737
2.1,23.19,65.42942715
0.2,24.28666667,58.90877046
2,22.77333333,64.75572213
-1,22.73,65.20262007
0.4,23.48,60.8805482
0,23.34666667,61.0811687
0.2,23.12666667,66.27964487
-2,23.27,63.66582397
0,23.56,62.5612405
1,23.02666667,63.74354415
0,23.91,74.51488961
0,22.71,65.18515265
0,23.37333333,64.62890195
2,23.88666667,68.39500247
0,23.35666667,57.28129448
0,23.02,62.92855247
0,23.69666667,60.44275002
0,22.95666667,61.58697934
0,23.60333333,60.9453357
0,23.45,60.15913937
0.5,24.27,55.72479905
0,23.91666667,57.76149328
0,24.99333333,51.6074843
0,23.98,56.56898499
0,23.75333333,57.26616695
0,23.83666667,56.77633953
0,23.51666667,54.75248801
0,24.18,52.40038307
2,25.38,61.70136679
0.3,24.08,65.97263895
0,22.81666667,71.51963752
1,24.39,64.80114909
2,24.68666667,63.90575602
0.8,24.34333333,66.0028965
0.8,24.34,65.91530141
3,26.41666667,64.71237146
-2,24.44,66.56652053
1,26.16,61.58651064
3,27.58,56.29396336
0,25.01,63.95910127
1,25.11,63.36995709
0,23.88,67.94088103
2.5,26.73,58.06899452
1,25.74,62.69338491
0.8,25.6,61.67229902
0,24.26,65.96809107
-0.5,24.26,65.57201847
1.5,24.94,63.59281332
0.8,24.88,63.9480732
1,23.78,68.35083339
1.5,25.35,63.25474199
2,24.79,63.4825029
-1.5,24.21,64.93026842
2,25.6,60.53473356
3,26.09333333,63.8940317
-0.5,24.09333333,66.24425556
-1,22.97333333,67.78076603
-1,23.27,67.30920935
3,23.81333333,65.65037132
0,24.57,63.15634057
0.7,24.30333333,64.58081558
0,24.61333333,64.21210514
0,24.50666667,65.81128579
0,25.05,62.54744882
1,22.96333333,70.34432416
1.5,25.33333333,61.92634845
0,25.76,65.07396731
1.6,25.27,64.34363579
1,23.81666667,67.05685442
0,23.89333333,65.87518659
2.5,25.38666667,61.29446621
1.4,23.86666667,67.98175116
1.5,24.51666667,65.55527534
0,24.57,65.57546169
0.5,24.30666667,66.03391478
1,23.92,67.6429307
-1,24.02333333,65.67503314
3,23.85,65.94363564
2,24.65666667,63.20407511
0,24.89,62.72326979
0,23.42333333,67.67436552
1,25.04,62.58473659
1.1,24.87333333,63.22248431
1.5,24.7,63.86757851
-1,23.20666667,68.39755151
0,22.66666667,70.04213136
3,24.78666667,61.81976441
-1,24.27666667,65.31761787
2,24.64333333,66.42000998
3,24.82333333,65.66702622
2,25.39333333,63.59815084
0,25.54333333,63.07472979
2.5,26.27666667,60.76131356
-1,20.96666667,71.3678233
-1,21.33,69.38649618
0,22.65,64.74401231
0.7,23.05666667,64.33751207
0,22.99666667,65.09387542
0,23,66.18589521
0.4,23.48333333,64.29354863
-1.5,21.81,72.43039229
0,22.51,69.25878688
0,23.63333333,64.94884021
2,22.99,67.69872599
0,23.89,65.78519316
2,26.59,56.02054483
2,26.27,55.99433482
-1,22.55666667,71.73065709
0.6,23.19,67.72931376
1,23.79666667,66.54946334
1,23.22666667,69.01726531
1,24.9,63.23647535
0,23.56666667,67.89056318
1,23.37,69.50392688
1,24.52333333,64.77537121
0,23.72,68.9163597
1,23.89333333,68.35000575
2,26.76,58.34596889
0,25.09333333,65.62317132
2.5,25.03666667,63.88683514
0,24.76333333,68.20910631
0.5,23.23333333,68.12762621
0,23.54333333,68.42705575
0,23.78333333,67.49021985
0,24.97,68.62495439
2,26.68333333,58.20198076
0,24.00666667,67.68012492
3,25.35,63.79079913
1,23.13333333,71.08456581
0.4,24.94666667,64.90622912
2,24.77,66.71708067
0,24.94,65.62102265
2,23.63333333,72.53610797
1,24.40333333,69.65007141
2,24.25333333,70.14689758
2.2,25.21,57.38043963
1.6,25.42,57.77696927
3,23.13,64.01850559
2.1,21.86,65.74674595
2.2,22.67,61.37163239
-1,21.76,62.2073827
-1,22.03,60.18285137
-0.7,22.07,63.40224416
-2,22.21,62.01670584
0.3,23.07,61.98194935
-3,22.5,64.16205692
-1,22.82,62.92768107
-0.5,23.19,61.86225609
-2.5,22.71,63.44559335
-2,23.08,59.62921598
0,22.96,61.11103669
-1.8,23.19,59.98479763
1,22.33,64.03771199
0,22.8,62.66763402
-1.2,21.55,67.21258238
0,22.42,58.96674899
0,23.18,56.26388714
1,23.01,58.69612565
1,22.87,59.6745524
-1,21.39,63.31832107
1.5,22.7,59.37432072
0,23.21,58.78720328
-0.3,23.24,59.71019214
0,23.11,59.89839739
-2,22.59,61.47577872
0,22.93,62.50956815
-3,22.4,64.65186187
1,22.84,62.85142648
1,22.31,64.51179594
0.6,21.61,67.63788663
-1,22.26,63.86423895
0.5,22.58,63.8022184
1,23.05666667,63.76982814
0,22.50333333,64.99405918
1,22.92333333,63.8356112
0,23.31,62.30063674
0,23.17333333,62.82997889
-2,22.87666667,63.70356526
-0.8,23.56,59.80726072
1,23.51333333,59.48141784
0,23.57333333,60.91801885
1,22.74666667,62.42413168
-1,22.54333333,64.00627644
-1,22.08333333,61.55607246
1,22.98666667,59.95494189
-1,23.04,57.50024997
0,22.60333333,58.71433995
-0.6,21.71,65.22244854
2,22.93333333,62.50956815
1,22.51,64.46545276
0,21.83,66.53010587
0,22.74333333,63.23374471
-2.5,22.71666667,63.31052273
1.5,22.74666667,63.48461886
0,23.30333333,60.28675804
-1,22.01,61.81946445
1,22.63,61.27806814
0,22.54333333,64.00627644
-1,23.06,59.70142664
0,22.92,60.82989857
0.5,24.28,77.75697578
1,22.93,59.74408001
1,23.25,58.31788952
0,23.21,57.99024758
1,23.03,58.43553155
0,23.15,58.5774014
-1,22.45,60.72470191
-0.1,22.5,61.76393275
2,22.9,61.42909803
0,23.23,61.19780581
-1.6,23.3,60.61313647
0,22.76,63.59064427
0,23.5,59.74763179
-1,22.6,65.0381711
-1,21.76,66.25214256
0.8,22.96,63.63353275
-2.5,22.74,64.53604151
0,23.11,58.05899778
0,23.11,57.9646696
1,23.13,58.9780493
1,22.66,60.73034705
0.5,22.58,61.02609134
1,23,60.67831713
1,22.06,64.3457858
0,22.5,65.0919418
-1.1,22.9,63.86524422
0,21.69,66.43349898
-1,22.42,65.31096135
-0.3,23.32,60.67966675
0.8,22.01,66.35759806
0,22.88,59.16014281
-1,23.09,58.60150251
1,22.91,60.24616175
0,23.19333333,57.68491103
-2,22.32333333,61.60269591
0,23.54666667,58.7869983
-0.5,23.11333333,61.73779699
-1.5,22.25666667,66.7942468
-1,23.43666667,64.63382303
1.3,22.05,67.95640139
0,22.19666667,64.94539072
0,22.66,63.9777
-2,21.92,67.78784173
0,22.59666667,65.42732994
1,22.27333333,66.8528484
0,24.07666667,60.23395356
-1,22.33,68.19150952
0,21.88,67.49619515
-1,21.71333333,68.50924909
1,21.28333333,69.12512078
-0.2,21.53,69.42388059
0,22.67666667,63.17393953
2,22.26,66.3969576
-1,21.93,67.6957969
1.5,23.67666667,59.74092269
0,21.82333333,68.50922816
0,21.36666667,70.8420306
0,22.54333333,65.86153083
-1,23.48666667,59.69149138
1,23.57,59.45011478
0,23.15666667,65.21906664
0,22.09666667,62.83503743
1,22.87,69.62828688
-1,21.98333333,65.41834629
2,21.89333333,64.66129305
0,23.69,49.36702538
0,23.18666667,52.75658258
-1,24.45666667,49.13678996
1.8,24.39666667,50.27373576
1,25.16,48.04298833
1,24.35333333,50.07437524
-1,24.4,46.91342529
1,24.65,46.64678884
-1,24.62666667,46.74564022
1,24.22,44.86368989
-0.5,24.09333333,45.21503886
0.5,24.45333333,44.11906494
1,25.85,41.11041022
0,25.97,39.86547292
0,24.03666667,43.83483987
2.5,25.26666667,42.30190093
1.3,24.80333333,48.65932954
1,25.33333333,47.84842524
1,25.52666667,47.69111232
1,25.43333333,47.27756115
-1,25.09666667,49.01018978
0,26.47666667,44.19766606
0,25.48,45.54153661
1,25.89,44.24786822
1,26.25333333,42.8467954
2.5,26.92333333,41.22650131
0,26.78333333,40.08937926
2,27.17666667,33.75497089
0,28.00666667,35.61202545
2,27.68666667,35.78008088
1,26.86333333,37.63843518
2,27.79666667,30.66099511
2,27.99,37.27737383
2,27.14666667,38.59736053
1,27.13666667,38.99099259
3,27.60333333,38.46051987
2,27.15333333,40.22875713
2.1,26.63666667,40.34458185
0,27.07666667,39.38908018
2,27.44,39.55112266
2.7,27.02333333,41.62024753
2,27.83333333,40.97610927
1,27.81666667,40.00176163
2.2,27.5,40.61126101
2,29.49666667,38.74750151
0,26.57,42.19920214
2,26.71333333,42.68987279
0,27.21333333,41.93483691
0,24.08,51.24779506
-1,23.56333333,53.79440489
0,24.64666667,50.77406233
0,23.50333333,54.77250131
1.3,22.90333333,57.32108681
-1.5,23.85666667,52.92153079
-1,22.36666667,58.30776626
0,24.02333333,52.45966278
-1,24.09333333,52.90648598
0,24.98,50.5001149
0,23.87333333,53.88083127
0,23.96666667,53.42354803
0,23.82,54.2238715
-2,24.94333333,51.59257479
1.5,23.51333333,55.43005192
-1,22.88333333,56.57756584
-1,23.67333333,54.62451946
1,24.71666667,52.4030551
0.3,23.58666667,54.15538325
0.2,23.06333333,56.67377901
0,23.55,55.25059293
-1,23.6,54.12275492
-2,26.31333333,47.87638502
-1.1,22.71,57.64706235
-1.1,24.26,52.72166318
0,23.98333333,52.58588399
0.3,23.46333333,50.47179724
1,23.77666667,49.23615367
0,23.69,49.86798228
-1,23.18,51.28561332
0,24.28666667,47.39937608
1,24.59666667,47.1314182
-2,24.11,48.84647194
2.2,23.87666667,49.07591804
-0.8,22.5,53.05237963
-0.5,22.88,51.2689354
0,22.78,51.2438873
-1,24.06666667,47.8956142
1,23.76333333,49.25010605
0,23.92333333,48.77836835
0.4,23.44333333,50.39403941
0,24.77333333,47.20991121
1,24.71333333,46.69401018
-1,24.33666667,47.87071392
0,23.96,49.10930971
0,23.93666667,49.03379209
2.2,24.04666667,49.29015718
-0.1,22.61,52.45593143
0,23.23,50.84989832
-1,23.18,51.00382424
0,24.47,48.36859979
0,24.43,48.22320145
-1,22.95333333,51.71868716
0,23.09666667,52.57259403
0,22.25,55.75375244
-1,21.99666667,55.90356658
-1,22.49333333,54.70068182
1,23.37666667,52.43289057
0,21.79666667,58.07166889
-1,22.97333333,53.08304203
0,23.42666667,53.29263766
1,23.51,52.62171872
-0.5,24.19,50.24768148
-0.3,22.86,54.73084712
-0.5,23.99666667,53.55083511
-1,22.59,57.92254685
1.5,22.36666667,59.7876588
-0.4,24.30333333,55.5807699
0,22.91333333,57.19088889
2,23.58666667,55.34661842
0,23.73,55.47244595
0,23.42,56.10214159
0,23.6,56.13747676
-0.4,21.27333333,68.32340143
-0.5,21.38666667,67.82235383
-0.5,22.61333333,62.03314968
-0.7,22.84333333,61.36523714
0,23.27666667,59.14591232
0.5,22.28666667,63.69811859
1,23.40666667,60.72137755
1,22.98666667,61.57020974
-1,22.53666667,63.61569657
1.5,22.75333333,62.56874357
-0.9,22.16333333,65.50359238
0,21.1,70.42651576
0.5,22.56333333,62.31936082
0,22.81333333,60.99666386
1.6,22.83333333,57.70870901
0,22.6,57.2549943
0.5,22.3,58.9530187
0,22.50666667,59.72103021
0,23.20333333,58.7758427
0,22.97333333,58.45793786
1,23.55,58.09808816
-0.5,22.36333333,60.6631639
0.9,22.85333333,61.23222449
1.2,22.60666667,59.94269087
0.3,22.58333333,61.4644272
1,23.15666667,55.57962276
2,24.02,54.87057494
1.5,23.88333333,53.6683434
-0.3,21.64666667,63.34892001
0,22.07,63.40224416
0.9,21.44333333,64.5864995
1,23.31666667,59.60857517
0,23.58,58.95584725
0,22.86333333,59.95014925
1,22.73666667,60.38798503
0,23.07333333,59.66530898
0.5,22.74,61.64204862
-0.8,22.18,63.37775514
0.2,21.94333333,63.85651329
-1,21.76,64.61375882
-1,21.8,64.04738152
-1,21.11666667,66.77243837
-1.5,21.57666667,64.55268958
-0.4,21.19,66.91012021
0,21.14,65.3608934
0.4,22.81,59.79594213
1,22.90666667,59.24365034
1,22.31333333,62.828449
-0.5,21.72333333,64.77197596
1,20.58666667,68.71207007
1,22.92666667,60.26856914
0,23.28333333,59.93950388
1,20.74,68.78810717
0.2,22.43333333,65.2221034
2,23.25666667,70.94874018
1,22.19666667,69.83000184
0,21.79333333,70.98580462
2,22.17,69.80795893
0,22.11,70.76536031
-1,21.60666667,72.0299572
2.2,22.81333333,68.44113858
0.2,22.80333333,69.97245025
0,22.42333333,71.11419436
2,22.91666667,68.84513226
-0.5,22.16333333,71.19955693
0,23.09666667,68.47651161
0,22.43333333,67.38470517
0,22.96333333,65.68008616
0,22.37666667,66.99835783
1,23.10666667,65.08644755
1.5,22.27333333,68.04399047
0,22.22333333,67.40520777
2.2,22.40333333,65.88285695
0,21.22333333,71.65577283
0,22.62666667,65.3082422
-0.7,21.59,69.16930942
0,22.58333333,65.50685783
-1,20.94666667,71.67090896
-0.7,20.98666667,70.52864062
-0.5,21.12333333,69.86079677
-1,21.72666667,68.37421836
