BLCODE,SUB,AGE,SEX,YEAR,DAY,TIME,ASH,PRXY_TSA,TSA,MCI,VENT,AVM,COMF,ACT10,ACT20,ACT30,ACT60,MET,CLO,UPHOLST,INSUL,TA_H,TA_M,TA_L,DEWPT,PRTA-B,TG_H,TG_M,TG_L,VEL_H,VEL_M,VEL_L,TURB_H,TURB_M,TURB_L,TAAV,TRAV,TOP,VELAV,VELMAX,TUAV,PA,RH,ET,SET,TSENS,DISC,PMV,PPD,PD_H,PD_M,PD_L,PD_MAX,PCC,PCC_AG,PCS,PCEC1,PCEC2,PCEC3,PCEC4,PCEC5,PCEC6,PCEC7,PCED1,PCED2,PCED3,PCED4,PCED5,PCED6,PCED7,day15_ta,day06_ta,dayav_ta,day15_rh,day06_rh,dayav_rh,day15_et,day06_et,dayav_et
E2,,18.16666667,0,1996,9,,-3,,1,3,,1,6,,,,,1.2,0.43,0.10,0.53,23.4396,,,,,23.0378,,,0.2000,,,,,,,,23.2150,,,,,67.2176,23.4,23,-0.09,-0.09,-0.55,0.11,,,,,,,,,,,,,,,,,,,,,,,,26.11111111,,,74.5,,,
E2,,14.66666667,0,1996,9,,1,,1,3,,1,4,,,,,1.2,0.27,0.10,0.37,23.4396,,,,,23.0378,,,0.2000,,,,,,,,23.2150,,,,,67.2176,23.4,21.6,-0.17,-0.17,-1.01,0.27,,,,,,,,,,,,,,,,,,,,,,,,26.11111111,,,74.5,,,
E2,,15.08333333,1,1996,9,,-2,,1,2,,2,5,,,,,1.2,0.31,0.10,0.41,23.4396,,,,,23.0378,,,0.2000,,,,,,,,23.2150,,,,,67.2176,23.4,22,-0.15,-0.15,-0.89,0.22,,,,,,,,,,,,,,,,,,,,,,,,26.11111111,,,74.5,,,
E2,,16.58333333,0,1996,9,,-1.5,,1,2,,2,3,,,,,1.2,0.65,0.10,0.75,23.4396,,,,,23.0378,,,0.2000,,,,,,,,23.2150,,,,,67.2176,23.4,24.9,-0.01,-0.01,-0.07,0.05,,,,,,,,,,,,,,,,,,,,,,,,26.11111111,,,74.5,,,
E2,,17.83333333,0,1996,9,,-1,,1,2,,3,6,,,,,1.2,0.27,0.10,0.37,23.4396,,,,,23.0378,,,0.2000,,,,,,,,23.2150,,,,,67.2176,23.4,21.6,-0.17,-0.17,-1.01,0.27,,,,,,,,,,,,,,,,,,,,,,,,26.11111111,,,74.5,,,
E2,,16.5,1,1996,9,,-1,,1,2,,3,4,,,,,1.2,0.41,0.10,0.51,23.4396,,,,,23.0378,,,0.2000,,,,,,,,23.2150,,,,,67.2176,23.4,22.9,-0.1,-0.1,-0.61,0.13,,,,,,,,,,,,,,,,,,,,,,,,26.11111111,,,74.5,,,
E2,,15.5,1,1996,9,,-2,,1,2,,2,5,,,,,1.2,0.68,0.10,0.78,23.4396,,,,,23.0378,,,0.2000,,,,,,,,23.2150,,,,,67.2176,23.4,25.2,-0.01,-0.01,-0.01,0.05,,,,,,,,,,,,,,,,,,,,,,,,26.11111111,,,74.5,,,
E2,,15.33333333,1,1996,9,,-2,,1,2,,2,5,,,,,1.2,0.29,0.10,0.39,23.4396,,,,,23.0378,,,0.2000,,,,,,,,23.2150,,,,,67.2176,23.4,21.8,-0.16,-0.16,-0.95,0.24,,,,,,,,,,,,,,,,,,,,,,,,26.11111111,,,74.5,,,
E2,,15.41666667,1,1996,9,,0,,1,2,,2,5,,,,,1.2,0.51,0.10,0.61,23.4396,,,,,23.0378,,,0.2000,,,,,,,,23.2150,,,,,67.2176,23.4,23.7,-0.06,-0.06,-0.36,0.08,,,,,,,,,,,,,,,,,,,,,,,,26.11111111,,,74.5,,,
E2,,16.25,0,1996,9,,-2,,1,2,,2,6,,,,,1.2,0.27,0.10,0.37,23.4396,,,,,23.0378,,,0.2000,,,,,,,,23.2150,,,,,67.2176,23.4,21.6,-0.17,-0.17,-1.01,0.27,,,,,,,,,,,,,,,,,,,,,,,,26.11111111,,,74.5,,,
E2,,14.75,0,1996,9,,1.5,,1,2,,2,5,,,,,1.2,0.27,0.10,0.37,23.4396,,,,,23.0378,,,0.2000,,,,,,,,23.2150,,,,,67.2176,23.4,21.6,-0.17,-0.17,-1.01,0.27,,,,,,,,,,,,,,,,,,,,,,,,26.11111111,,,74.5,,,
E2,,16,1,1996,9,,-1,,1,2,,3,3,,,,,1.2,0.23,0.10,0.33,23.4396,,,,,23.0378,,,0.2000,,,,,,,,23.2150,,,,,67.2176,23.4,21.3,-0.19,-0.19,-1.15,0.33,,,,,,,,,,,,,,,,,,,,,,,,26.11111111,,,74.5,,,
E2,,,0,1996,9,,-1,,1,2,,3,4,,,,,1.2,0.34,0.10,0.44,23.4396,,,,,23.0378,,,0.2000,,,,,,,,23.2150,,,,,67.2176,23.4,22.2,-0.13,-0.13,-0.8,0.18,,,,,,,,,,,,,,,,,,,,,,,,26.11111111,,,74.5,,,
E2,,15.58333333,0,1996,9,,-1,,1,2,,3,4,,,,,1.2,0.43,0.10,0.53,23.4396,,,,,23.0378,,,0.2000,,,,,,,,23.2150,,,,,67.2176,23.4,23,-0.09,-0.09,-0.55,0.11,,,,,,,,,,,,,,,,,,,,,,,,26.11111111,,,74.5,,,
E2,,16.5,0,1996,9,,0,,1,2,,2,3,,,,,1.2,0.29,0.10,0.39,23.4396,,,,,23.0378,,,0.2000,,,,,,,,23.2150,,,,,67.2176,23.4,21.8,-0.16,-0.16,-0.95,0.24,,,,,,,,,,,,,,,,,,,,,,,,26.11111111,,,74.5,,,
E2,,15.5,0,1996,9,,-1,,1,1,,3,5,,,,,1.2,0.43,0.10,0.53,23.4396,,,,,23.0378,,,0.2000,,,,,,,,23.2150,,,,,67.2176,23.4,23,-0.09,-0.09,-0.55,0.11,,,,,,,,,,,,,,,,,,,,,,,,26.11111111,,,74.5,,,
E2,,16.83333333,0,1996,9,,-1,,1,1,,3,5,,,,,1.2,0.43,0.10,0.53,23.4396,,,,,23.0378,,,0.2000,,,,,,,,23.2150,,,,,67.2176,23.4,23,-0.09,-0.09,-0.55,0.11,,,,,,,,,,,,,,,,,,,,,,,,26.11111111,,,74.5,,,
E2,,14.5,1,1996,9,,-1,,1,1,,2,4,,,,,1.2,0.73,0.10,0.83,23.4396,,,,,23.0378,,,0.2000,,,,,,,,23.2150,,,,,67.2176,23.4,25.6,0.02,0.09,0.07,0.05,,,,,,,,,,,,,,,,,,,,,,,,26.11111111,,,74.5,,,
E2,,16,0,1996,9,,-2,,1,1,,3,6,,,,,1.2,0.36,0.10,0.46,23.4396,,,,,23.0378,,,0.2000,,,,,,,,23.2150,,,,,67.2176,23.4,22.4,-0.12,-0.12,-0.74,0.17,,,,,,,,,,,,,,,,,,,,,,,,26.11111111,,,74.5,,,
E2,,15.33333333,1,1996,9,,-1,,1,1,,2,4,,,,,1.2,0.43,0.10,0.53,23.4396,,,,,23.0378,,,0.2000,,,,,,,,23.2150,,,,,67.2176,23.4,23,-0.09,-0.09,-0.55,0.11,,,,,,,,,,,,,,,,,,,,,,,,26.11111111,,,74.5,,,
E2,,16.83333333,0,1996,9,,-1.9,,2,1,,1,3,,,,,1.2,0.75,0.10,0.85,23.4396,,,,,23.0378,,,0.2000,,,,,,,,23.2150,,,,,67.2176,23.4,25.8,0.05,0.14,0.1,0.05,,,,,,,,,,,,,,,,,,,,,,,,26.11111111,,,74.5,,,
