"T. H. Karyono. Summer, 1993.  Mixed (HVAC/NV) building study in Jakarta, Indonesia. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic Identifiers,,,,,,,Thermal Questionnaire,,,,,,,,,,,,,,,Indoor Climate Physical Obs,,,,,,,,,,,,,,Calculated Indices,,,,,,,,,,,,,,,,,,Personal Environmental Control,,,,,,,,,,,,,,,,,Outdoor Meteorological Data,,,,,,,,,,,,,,,,,,,,
6,8,40,0,1993,132,11.35,0,2,.,.,.,.,.,.,.,.,.,1,0.532944,0.15,0.682944,.,27,.,.,.,.,.,.,.,.,.,.,.,.,27,.,28,.,.,.,2.7,71,29,.,.,.,0.96,0.26,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,31.11111111,24,27.55555556,69.2,93.9,81.55,32.7,24.6,28.65,,,,,0,27,.,28,29,.,.,0.96
6,9,50,0,1993,132,.,0,2,.,.,.,.,.,.,.,.,.,1,0.532944,0.15,0.682944,.,27,.,.,.,.,.,.,.,.,.,.,.,.,27,.,28,.,.,.,2.7,71,29,.,.,.,0.96,0.26,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,31.11111111,24,27.55555556,69.2,93.9,81.55,32.7,24.6,28.65,,,,,0,27,.,28,29,.,.,0.96
6,10,50,0,1993,132,.,0,2,.,.,.,.,.,.,.,.,.,1,0.532944,0.15,0.682944,.,27,.,.,.,.,.,.,.,.,.,.,.,.,27,.,28,.,.,.,2.7,71,29,.,.,.,0.96,0.26,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,31.11111111,24,27.55555556,69.2,93.9,81.55,32.7,24.6,28.65,,,,,0,27,.,28,29,.,.,0.96
6,11,44,0,1993,132,.,1,2,.,.,.,.,.,.,.,.,.,1,0.532944,0.15,0.682944,.,27,.,.,.,.,.,.,.,.,.,.,.,.,27,.,28,.,.,.,2.7,71,29,.,.,.,0.96,0.26,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,31.11111111,24,27.55555556,69.2,93.9,81.55,32.7,24.6,28.65,,,,,1,27,.,28,29,.,.,0.96
6,12,32,0,1993,132,.,0,2,.,.,.,.,.,.,.,.,.,1,0.532944,0.15,0.682944,.,27,.,.,.,.,.,.,.,.,.,.,.,.,27,.,28,.,.,.,2.7,71,29,.,.,.,0.96,0.26,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,31.11111111,24,27.55555556,69.2,93.9,81.55,32.7,24.6,28.65,,,,,0,27,.,28,29,.,.,0.96
6,13,23,1,1993,132,.,0,2,.,.,.,.,.,.,.,.,.,1,0.6342,0.15,0.7842,.,27,.,.,.,.,.,.,.,.,.,.,.,.,27,.,28,.,.,.,2.7,71,29,.,.,.,0.96,0.26,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,31.11111111,24,27.55555556,69.2,93.9,81.55,32.9,24.6,28.75,,,,,0,27,.,28,29,.,.,0.96
6,14,46,1,1993,132,.,0,2,.,.,.,.,.,.,.,.,.,1,0.6342,0.15,0.7842,.,27,.,.,.,.,.,.,.,.,.,.,.,.,27,.,28,.,.,.,2.7,71,29,.,.,.,0.96,0.26,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,31.11111111,24,27.55555556,69.2,93.9,81.55,32.9,24.6,28.75,,,,,0,27,.,28,29,.,.,0.96
6,15,26,0,1993,132,.,0,2,.,.,.,.,.,.,.,.,.,1,0.532944,0.15,0.682944,.,27,.,.,.,.,.,.,.,.,.,.,.,.,27,.,28,.,.,.,2.7,71,29,.,.,.,0.96,0.26,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,31.11111111,24,27.55555556,69.2,93.9,81.55,32.7,24.6,28.65,,,,,0,27,.,28,29,.,.,0.96
6,16,.,.,1993,132,.,0,2,.,.,.,.,.,.,.,.,.,1,.,.,.,.,27,.,.,.,.,.,.,.,.,.,.,.,.,27,.,28,.,.,.,2.7,71,29,.,.,.,0.96,0.26,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,31.11111111,24,27.55555556,69.2,93.9,81.55,32.7,24.6,28.65,,,,,0,27,.,28,29,.,.,0.96
6,17,32,1,1993,132,.,1,2,.,.,.,.,.,.,.,.,.,1,0.6342,0.15,0.7842,.,27,.,.,.,.,.,.,.,.,.,.,.,.,27,.,28,.,.,.,2.7,71,29,.,.,.,0.96,0.26,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,31.11111111,24,27.55555556,69.2,93.9,81.55,32.9,24.6,28.75,,,,,1,27,.,28,29,.,.,0.96
6,18,.,.,1993,130,11.35,0,2,.,.,.,.,.,.,.,.,.,1,.,.,.,.,27,.,.,.,.,.,.,.,.,.,.,.,.,27,.,25.9,.,.,.,2.7,68,26.5,.,.,.,0.4,0.093,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,31.11111111,24,27.55555556,69.2,93.9,81.55,32.9,24.6,28.75,,,,,0,27,.,25.9,26.5,.,.,0.4
6,19,.,0,1993,130,11.25,2,1,.,.,.,.,.,.,.,.,.,1,0.532944,0.15,0.682944,.,28,.,.,.,.,.,.,.,.,.,.,.,.,28,.,28.6,.,.,.,3,74,30,.,.,.,0.7,0.16,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,31.11111111,24,27.55555556,69.2,93.9,81.55,32.7,24.6,28.65,,,,,2,28,.,28.6,30,.,.,0.7
6,20,36,0,1993,130,11.15,3,1,.,.,.,.,.,.,.,.,.,1,0.532944,0.15,0.682944,.,29,.,.,.,.,.,.,.,.,.,.,.,.,29,.,28.9,.,.,.,3,80,30.9,.,.,.,1.1,0.4,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,31.11111111,24,27.55555556,69.2,93.9,81.55,32.7,24.6,28.65,,,,,3,29,.,28.9,30.9,.,.,1.1
6,21,46,0,1993,130,.,0,2,.,.,.,.,.,.,.,.,.,1,0.532944,0.15,0.682944,.,29,.,.,.,.,.,.,.,.,.,.,.,.,29,.,28.9,.,.,.,3,80,30.9,.,.,.,1.1,0.4,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,31.11111111,24,27.55555556,69.2,93.9,81.55,32.7,24.6,28.65,,,,,0,29,.,28.9,30.9,.,.,1.1
6,22,46,0,1993,130,11.05,0,2,.,.,.,.,.,.,.,.,.,1,0.532944,0.15,0.682944,.,28,.,.,.,.,.,.,.,.,.,.,.,.,28,.,28.5,.,.,.,3,79,30.3,.,.,.,1,0.3,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,31.11111111,24,27.55555556,69.2,93.9,81.55,32.7,24.6,28.65,,,,,0,28,.,28.5,30.3,.,.,1
6,23,50,0,1993,130,.,-1,2,.,.,.,.,.,.,.,.,.,1,0.532944,0.15,0.682944,.,28,.,.,.,.,.,.,.,.,.,.,.,.,28,.,28.5,.,.,.,3,79,30.3,.,.,.,1,0.3,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,31.11111111,24,27.55555556,69.2,93.9,81.55,32.7,24.6,28.65,,,,,-1,28,.,28.5,30.3,.,.,1
6,24,.,0,1993,132,15.05,0,2,.,.,.,.,.,.,.,.,.,1,0.532944,0.15,0.682944,.,27,.,.,.,.,.,.,.,.,.,.,.,.,27,.,27.3,.,.,.,2.4,70,28.1,.,.,.,0.45,0.1,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,31.11111111,24,27.55555556,69.2,93.9,81.55,32.7,24.6,28.65,,,,,0,27,.,27.3,28.1,.,.,0.45
6,25,30,0,1993,132,.,-1,2,.,.,.,.,.,.,.,.,.,1,0.532944,0.15,0.682944,.,27,.,.,.,.,.,.,.,.,.,.,.,.,27,.,27.3,.,.,.,2.4,70,28.1,.,.,.,0.45,0.1,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,31.11111111,24,27.55555556,69.2,93.9,81.55,32.7,24.6,28.65,,,,,-1,27,.,27.3,28.1,.,.,0.45
6,26,20,1,1993,132,.,0,2,.,.,.,.,.,.,.,.,.,1,0.6342,0.15,0.7842,.,27,.,.,.,.,.,.,.,.,.,.,.,.,27,.,27.3,.,.,.,2.4,70,28.1,.,.,.,0.45,0.1,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,31.11111111,24,27.55555556,69.2,93.9,81.55,32.9,24.6,28.75,,,,,0,27,.,27.3,28.1,.,.,0.45
6,27,.,1,1993,132,.,-1,2,.,.,.,.,.,.,.,.,.,1,0.6342,0.15,0.7842,.,27,.,.,.,.,.,.,.,.,.,.,.,.,27,.,27.3,.,.,.,2.4,70,28.1,.,.,.,0.45,0.1,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,31.11111111,24,27.55555556,69.2,93.9,81.55,32.9,24.6,28.75,,,,,-1,27,.,27.3,28.1,.,.,0.45
6,28,21,1,1993,132,.,0,2,.,.,.,.,.,.,.,.,.,1,0.6342,0.15,0.7842,.,27,.,.,.,.,.,.,.,.,.,.,.,.,27,.,27.3,.,.,.,2.4,70,28.1,.,.,.,0.45,0.1,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,31.11111111,24,27.55555556,69.2,93.9,81.55,32.9,24.6,28.75,,,,,0,27,.,27.3,28.1,.,.,0.45
6,29,38,0,1993,132,.,-2,1,.,.,.,.,.,.,.,.,.,1,0.532944,0.15,0.682944,.,27,.,.,.,.,.,.,.,.,.,.,.,.,27,.,27.3,.,.,.,2.4,70,28.1,.,.,.,0.45,0.1,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,31.11111111,24,27.55555556,69.2,93.9,81.55,32.7,24.6,28.65,,,,,-2,27,.,27.3,28.1,.,.,0.45
6,30,40,0,1993,132,.,2,1,.,.,.,.,.,.,.,.,.,1,0.532944,0.15,0.682944,.,27,.,.,.,.,.,.,.,.,.,.,.,.,27,.,27.3,.,.,.,2.4,70,28.1,.,.,.,0.45,0.1,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,31.11111111,24,27.55555556,69.2,93.9,81.55,32.7,24.6,28.65,,,,,2,27,.,27.3,28.1,.,.,0.45
6,31,19,1,1993,132,.,0,2,.,.,.,.,.,.,.,.,.,1,0.6342,0.15,0.7842,.,27,.,.,.,.,.,.,.,.,.,.,.,.,27,.,27.3,.,.,.,2.4,70,28.1,.,.,.,0.45,0.1,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,31.11111111,24,27.55555556,69.2,93.9,81.55,32.9,24.6,28.75,,,,,0,27,.,27.3,28.1,.,.,0.45
6,32,.,0,1993,132,.,-1,2,.,.,.,.,.,.,.,.,.,1,0.532944,0.15,0.682944,.,27,.,.,.,.,.,.,.,.,.,.,.,.,27,.,27.3,.,.,.,2.4,70,28.1,.,.,.,0.45,0.1,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,31.11111111,24,27.55555556,69.2,93.9,81.55,32.7,24.6,28.65,,,,,-1,27,.,27.3,28.1,.,.,0.45
6,33,.,0,1993,132,.,0,2,.,.,.,.,.,.,.,.,.,1,0.532944,0.15,0.682944,.,27,.,.,.,.,.,.,.,.,.,.,.,.,27,.,27.3,.,.,.,2.4,70,28.1,.,.,.,0.45,0.1,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,31.11111111,24,27.55555556,69.2,93.9,81.55,32.7,24.6,28.65,,,,,0,27,.,27.3,28.1,.,.,0.45
6,34,36,0,1993,132,.,0,2,.,.,.,.,.,.,.,.,.,1,0.532944,0.15,0.682944,.,27,.,.,.,.,.,.,.,.,.,.,.,.,27,.,27.3,.,.,.,2.4,70,28.1,.,.,.,0.45,0.1,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,31.11111111,24,27.55555556,69.2,93.9,81.55,32.7,24.6,28.65,,,,,0,27,.,27.3,28.1,.,.,0.45
6,35,.,1,1993,132,.,-1,2,.,.,.,.,.,.,.,.,.,1,0.6342,0.15,0.7842,.,27,.,.,.,.,.,.,.,.,.,.,.,.,27,.,27.3,.,.,.,2.4,70,28.1,.,.,.,0.45,0.1,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,31.11111111,24,27.55555556,69.2,93.9,81.55,32.9,24.6,28.75,,,,,-1,27,.,27.3,28.1,.,.,0.45
6,36,19,1,1993,132,.,0,2,.,.,.,.,.,.,.,.,.,1,0.6342,0.15,0.7842,.,27,.,.,.,.,.,.,.,.,.,.,.,.,27,.,27.3,.,.,.,2.4,70,28.1,.,.,.,0.45,0.1,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,31.11111111,24,27.55555556,69.2,93.9,81.55,32.9,24.6,28.75,,,,,0,27,.,27.3,28.1,.,.,0.45
6,37,50,0,1993,132,.,-1,2,.,.,.,.,.,.,.,.,.,1,0.532944,0.15,0.682944,.,27,.,.,.,.,.,.,.,.,.,.,.,.,27,.,27.3,.,.,.,2.4,70,28.1,.,.,.,0.45,0.1,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,31.11111111,24,27.55555556,69.2,93.9,81.55,32.7,24.6,28.65,,,,,-1,27,.,27.3,28.1,.,.,0.45
6,38,35,0,1993,132,.,-1,2,.,.,.,.,.,.,.,.,.,1,0.532944,0.15,0.682944,.,27,.,.,.,.,.,.,.,.,.,.,.,.,27,.,27.3,.,.,.,2.4,70,28.1,.,.,.,0.45,0.1,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,31.11111111,24,27.55555556,69.2,93.9,81.55,32.7,24.6,28.65,,,,,-1,27,.,27.3,28.1,.,.,0.45
6,39,.,0,1993,132,.,0,2,.,.,.,.,.,.,.,.,.,1,0.532944,0.15,0.682944,.,27,.,.,.,.,.,.,.,.,.,.,.,.,27,.,27.3,.,.,.,2.4,70,28.1,.,.,.,0.45,0.1,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,31.11111111,24,27.55555556,69.2,93.9,81.55,32.7,24.6,28.65,,,,,0,27,.,27.3,28.1,.,.,0.45
6,40,.,0,1993,132,.,1,2,.,.,.,.,.,.,.,.,.,1,0.532944,0.15,0.682944,.,27,.,.,.,.,.,.,.,.,.,.,.,.,27,.,27.3,.,.,.,2.4,70,28.1,.,.,.,0.45,0.1,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,31.11111111,24,27.55555556,69.2,93.9,81.55,32.7,24.6,28.65,,,,,1,27,.,27.3,28.1,.,.,0.45
6,41,.,0,1993,132,.,0,2,.,.,.,.,.,.,.,.,.,1,0.532944,0.15,0.682944,.,27,.,.,.,.,.,.,.,.,.,.,.,.,27,.,27.3,.,.,.,2.4,70,28.1,.,.,.,0.45,0.1,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,31.11111111,24,27.55555556,69.2,93.9,81.55,32.7,24.6,28.65,,,,,0,27,.,27.3,28.1,.,.,0.45
6,42,40,0,1993,132,.,0,2,.,.,.,.,.,.,.,.,.,1,0.532944,0.15,0.682944,.,27,.,.,.,.,.,.,.,.,.,.,.,.,27,.,27.3,.,.,.,2.4,70,28.1,.,.,.,0.45,0.1,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,31.11111111,24,27.55555556,69.2,93.9,81.55,32.7,24.6,28.65,,,,,0,27,.,27.3,28.1,.,.,0.45
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,correlations with ashrae scale,,,,0.30420024,,0.279580245,0.291875806,,,0.226738592
6,1,19,0,1993,130,11.05,-2,1,0,0,0,0,0,0,0,0,0,1,0.532944,0.15,0.682944,0,26,0,0,0,0,0,0,0,0,0,0,0,0,26,0,25.9,0,0,0,2.4,65,26.5,0,0,0,-0.03,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.11111111,24,27.55555556,69.2,93.9,81.55,32.7,24.6,28.65,0,0,0,,,,,,,,,
6,42,53,1,1993,132,15.05,3,2,0,0,0,0,0,0,0,0,0,1,0.6342,0.15,0.7842,0,29,0,0,0,0,0,0,0,0,0,0,0,0,29,0,28.9,0,0,0,3,80,30.9,0,0,0,1.1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.11111111,24,27.55555556,69.2,93.9,81.55,32.9,24.6,28.75,0,0,0,,,,,,,,,
6,21.85365854,37.1,0.230769231,1993,131.7073171,11.75,0.024390244,1.902439024,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1,0.556310769,0.15,0.706310769,#DIV/0!,27.02439024,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,27.02439024,#DIV/0!,27.44390244,#DIV/0!,#DIV/0!,#DIV/0!,2.553658537,70.48780488,28.35121951,#DIV/0!,#DIV/0!,#DIV/0!,0.567560976,0.157682927,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,31.11111111,24,27.55555556,69.2,93.9,81.55,32.74878049,24.6,28.67439024,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.024390244,27.02439024,,27.44390244,28.35121951,,,0.567560976
0,12.20155928,10.54497756,0.426832795,0,0.715678085,1.460593487,0.879994457,0.300406229,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0.043219381,0,0.043219381,#DIV/0!,0.651452411,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.651452411,#DIV/0!,0.757643973,#DIV/0!,#DIV/0!,#DIV/0!,0.213421603,3.647752399,1.124082282,#DIV/0!,#DIV/0!,#DIV/0!,0.351132315,0.099630929,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,8.52992E-07,0,4.26496E-07,2.82906E-06,0,0,0.086953871,0,0.043476935,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,
