"D. Rowe. Winter, 1995.  Mixed (HVAC/NV - Room Air Conditioned) Academic Office Building in Sydney, Australia.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic Identifiers,,,,,,,Thermal Questionnaire,,,,,,,,,,,,,,,Indoor Climate Physical Obs,,,,,,,,,,,,,,Calculated Indices,,,,,,,,,,,,,,,,,,Personal Environmental Control,,,,,,,,,,,,,,,,,Outdoor Meteorological Data,,,,,,,,,,,,,,,,,,,,
1,9,.,0,1995,138,.,0,2,1,1,3,.,3,.,.,.,.,1.467576792,0.68,0.15,0.83,.,21.3,.,.,.,.,.,.,.,0.05,.,.,0.2,.,21.3,20.92857143,21.11428571,0.05,.,0.2,.,64,21.5,24.8,-0.01,-0.01,0.23,0.06,.,0,.,0,.,6,.,1,0,1,1,1,1,0,.,.,.,.,.,.,.,16.84,14.88,15.86,98.2,100,99.1,17.2,15.3,16.25,,,,,0,21.3,20.92857143,21.11428571,21.5,24.8,-0.01,0.23
1,4,.,0,1995,138,.,1,2,2,.,5,2,5,.,.,.,.,1.33105802,1.02,0.15,1.17,.,21.9,.,.,.,.,.,.,.,0.06,.,.,0.5,.,21.9,22.36857143,22.13428571,0.06,.,0.5,.,62,22.6,27.7,0.34,0.61,0.53,0.11,.,0.029591999,.,0.029591999,.,6,.,1,0,1,1,1,1,0,.,.,.,.,.,.,.,16.84,14.88,15.86,98.2,100,99.1,17.2,15.3,16.25,,,,,1,21.9,22.36857143,22.13428571,22.6,27.7,0.34,0.53
1,22,.,0,1995,138,.,-1,2,2,3,6,2,5,.,.,.,.,1.501706485,0.66,0,0.66,.,21.2,.,.,.,.,.,.,.,0.15,.,.,0.2,.,21.2,21.04015152,21.12007576,0.15,.,0.2,.,65,21.3,23.1,-0.04,-0.04,-0.13,0.05,.,0.130496511,.,0.130496511,.,6,.,1,0,1,1,1,1,0,.,.,.,.,.,.,.,16.84,14.88,15.86,98.2,100,99.1,17.2,15.3,16.25,,,,,-1,21.2,21.04015152,21.12007576,21.3,23.1,-0.04,-0.13
1,7,.,0,1995,138,.,-3,1,2,3,6,2,3,.,.,.,.,1.33105802,0.71,0,0.71,.,21.4,.,.,.,.,.,.,.,0.03,.,.,0.666666667,.,21.4,21.75909091,21.57954545,0.03,.,0.666666667,.,65,21.8,23.2,-0.07,-0.07,-0.16,0.06,.,0,.,0,.,6,.,1,0,1,1,1,1,0,.,.,.,.,.,.,.,16.84,14.88,15.86,98.2,100,99.1,17.2,15.3,16.25,,,,,-3,21.4,21.75909091,21.57954545,21.8,23.2,-0.07,-0.16
1,24,.,0,1995,139,.,0,2,2,.,.,2,5,.,.,.,.,1.194539249,0.76,0,0.76,.,21.5,.,.,.,.,.,.,.,0.09,.,.,0.222222222,.,21.5,21.63787879,21.56893939,0.09,.,0.222222222,.,58,21.6,23.2,-0.09,-0.09,-0.33,0.07,.,0.065920263,.,0.065920263,.,6,.,1,0,1,1,1,1,0,.,.,.,.,.,.,.,19.89,14.91,17.4,72.3,92.5,82.4,20.1,15.2,17.65,,,,,0,21.5,21.63787879,21.56893939,21.6,23.2,-0.09,-0.33
1,16,.,1,1995,139,.,-1,2,2,3,5,1,5,.,.,.,.,1.33105802,1.1,0.15,1.25,.,21.8,.,.,.,.,.,.,.,0.13,.,.,0.153846154,.,21.8,22.93,22.365,0.13,.,0.153846154,.,57,22.6,28.3,0.42,0.79,0.56,0.12,.,0.098879747,.,0.098879747,.,6,.,1,0,1,1,1,1,0,.,.,.,.,.,.,.,19.89,14.91,17.4,72.3,92.5,82.4,20.5,15.2,17.85,,,,,-1,21.8,22.93,22.365,22.6,28.3,0.42,0.56
1,25,.,0,1995,139,.,1,2,2,2,5,2,5,.,.,.,.,1.62116041,0.66,0,0.66,.,22.8,.,.,.,.,.,.,.,0.15,.,.,0.333333333,.,22.8,23.63636364,23.21818182,0.15,.,0.333333333,.,53,23.2,25.2,0,0,0.39,0.08,.,0.134065974,.,0.134065974,.,6,.,1,0,1,1,1,1,0,.,.,.,.,.,.,.,19.89,14.91,17.4,72.3,92.5,82.4,20.2,15.2,17.7,,,,,1,22.8,23.63636364,23.21818182,23.2,25.2,0,0.39
1,11,.,1,1995,142,.,2,1,2,2,6,2,6,.,.,.,.,1.296928328,0.95,0,0.95,.,23,.,.,.,.,.,.,.,0.08,.,.,0.5,.,23,23.28712121,23.14356061,0.08,.,0.5,.,46,23,26.4,0.19,0.3,0.41,0.08,.,0.05778962,.,0.05778962,.,6,.,1,1,1,1,1,1,0,.,.,.,.,.,.,.,18.46,13.01,15.735,70.1,100,85.05,18.7,13.3,16,,,,,2,23,23.28712121,23.14356061,23,26.4,0.19,0.41
1,8,.,0,1995,170,.,0,2,2,2,6,2,6,.,.,.,.,1.109215017,1.1,0.15,1.25,.,21.9,.,.,.,.,.,.,.,0.19,.,.,0.684210526,.,21.9,21.06857143,21.48428571,0.19,.,0.684210526,.,38,21.3,25.6,-0.01,-0.01,-0.08,0.05,.,0.284283649,.,0.284283649,.,6,.,1,0,1,1,1,1,0,.,.,.,.,.,.,.,15.46,7.89,11.675,68.55,93.2,80.875,15.6,8.1,11.85,,,,,0,21.9,21.06857143,21.48428571,21.3,25.6,-0.01,-0.08
1,15,.,1,1995,170,.,1,2,2,1,3,3,3,.,.,.,.,0.938566553,1.1,0.15,1.25,.,22.1,.,.,.,.,.,.,.,0.03,.,.,1.666666667,.,22.1,22.54571429,22.32285714,0.03,.,1.666666667,.,38,22.2,25.5,-0.08,-0.08,-0.44,0.09,.,0,.,0,.,6,.,1,0,1,1,1,1,0,.,.,.,.,.,.,.,15.46,7.89,11.675,68.55,93.2,80.875,15.6,8.1,11.85,,,,,1,22.1,22.54571429,22.32285714,22.2,25.5,-0.08,-0.44
1,10,.,1,1995,170,.,2,1,1,1,2,1,2,.,.,.,.,1.109215017,1.05,0.15,1.2,.,24.1,.,.,.,.,.,.,.,0.25,.,.,0.6,.,24.1,23.27142857,23.68571429,0.25,.,0.6,.,32,23.2,26.8,0.24,0.4,0.26,0.06,.,0.317171071,.,0.317171071,.,6,.,1,1,1,1,1,1,0,.,.,.,.,.,.,.,15.46,7.89,11.675,68.55,93.2,80.875,15.6,8.1,11.85,,,,,2,24.1,23.27142857,23.68571429,23.2,26.8,0.24,0.26
1,14,.,1,1995,170,.,2,1,2,2,6,2,6,.,.,.,.,1.109215017,1.42,0.15,1.57,.,22.4,.,.,.,.,.,.,.,0.09,.,.,1,.,22.4,22.44857143,22.42428571,0.09,.,1,.,36,21.9,28.6,0.5,0.85,0.52,0.11,.,0.102009229,.,0.102009229,.,6,.,1,0,1,1,1,1,0,.,.,.,.,.,.,.,15.46,7.89,11.675,68.55,93.2,80.875,15.7,8.1,11.9,,,,,2,22.4,22.44857143,22.42428571,21.9,28.6,0.5,0.52
1,18,.,1,1995,170,.,2,1,1,1,2,3,3,.,.,.,.,1.006825939,1.56,0.15,1.71,.,22.7,.,.,.,.,.,.,.,0.08,.,.,0.875,.,22.7,22.44857143,22.57428571,0.08,.,0.875,.,37,22.1,28.9,0.52,0.9,0.51,0.11,.,0.073628888,.,0.073628888,.,6,.,1,0,1,1,1,1,0,.,.,.,.,.,.,.,15.46,7.89,11.675,68.55,93.2,80.875,15.6,8.1,11.85,,,,,2,22.7,22.44857143,22.57428571,22.1,28.9,0.52,0.51
1,16,.,1,1995,170,.,2,1,1,1,3,1,3,.,.,.,.,0.989761092,0.96,0.15,1.11,.,23.6,.,.,.,.,.,.,.,0.08,.,.,0.5,.,23.6,23.16571429,23.38285714,0.08,.,0.5,.,34,23.2,26.1,-0.01,-0.01,0.07,0.05,.,0.054637459,.,0.054637459,.,6,.,1,0,1,1,1,1,0,.,.,.,.,.,.,.,15.46,7.89,11.675,68.55,93.2,80.875,15.6,8.1,11.85,,,,,2,23.6,23.16571429,23.38285714,23.2,26.1,-0.01,0.07
1,27,.,0,1995,170,.,-1,2,2,2,4,2,3,.,.,.,.,0.938566553,1.63,0.15,1.78,.,18.7,.,.,.,.,.,.,.,0.08,.,.,0.5,.,18.7,18.19285714,18.44642857,0.08,.,0.5,.,46,18.4,25,-0.1,-0.1,-0.59,0.12,.,0.080380108,.,0.080380108,.,6,.,1,0,1,1,1,1,0,.,.,.,.,.,.,.,15.46,7.89,11.675,68.55,93.2,80.875,15.6,8.1,11.85,,,,,-1,18.7,18.19285714,18.44642857,18.4,25,-0.1,-0.59
1,8,.,0,1995,171,.,0,2,2,2,6,2,6,.,.,.,.,1.296928328,0.93,0,0.93,.,22.4,.,.,.,.,.,.,.,0.17,.,.,0.470588235,.,22.4,22.94848485,22.67424242,0.17,.,0.470588235,.,33,22.3,25.6,0.02,0.07,0.08,0.05,.,0.190055393,.,0.190055393,.,6,.,1,0,1,1,1,1,0,.,.,.,.,.,.,.,16.63,7.23,11.93,61.68,99.8,80.74,16.7,7.4,12.05,,,,,0,22.4,22.94848485,22.67424242,22.3,25.6,0.02,0.08
1,12,.,1,1995,171,.,0,2,2,2,6,2,6,.,.,.,.,1.109215017,1.03,0.15,1.18,.,21.4,.,.,.,.,.,.,.,0.15,.,.,0.333333333,.,21.4,21.02142857,21.21071429,0.15,.,0.333333333,.,39,21.1,25.1,-0.03,-0.03,-0.19,0.06,.,0.150824221,.,0.150824221,.,6,.,1,1,1,1,1,1,0,.,.,.,.,.,.,.,16.63,7.23,11.93,61.68,99.8,80.74,16.7,7.4,12.05,,,,,0,21.4,21.02142857,21.21071429,21.1,25.1,-0.03,-0.19
1,28,.,0,1995,171,.,2,1,2,2,3,.,3,.,.,.,.,1.262798635,1.1,0.15,1.25,.,21.6,.,.,.,.,.,.,.,0.08,.,.,0.625,.,21.6,22.01857143,21.80928571,0.08,.,0.625,.,39,21.4,27.3,0.29,0.49,0.42,0.09,.,0.070361876,.,0.070361876,.,6,.,1,0,1,1,1,1,0,.,.,.,.,.,.,.,16.63,7.23,11.93,61.68,99.8,80.74,16.7,7.4,12.05,,,,,2,21.6,22.01857143,21.80928571,21.4,27.3,0.29,0.42
1,15,.,1,1995,171,.,0,2,2,2,5,2,5,.,.,.,.,0.938566553,0.82,0.15,0.97,.,21.6,.,.,.,.,.,.,.,0.11,.,.,0.272727273,.,21.6,21.51571429,21.55785714,0.11,.,0.272727273,.,39,21.4,23.2,-0.21,-0.21,-1.15,0.33,.,0.09210101,.,0.09210101,.,6,.,1,0,1,1,1,1,0,.,.,.,.,.,.,.,16.63,7.23,11.93,61.68,99.8,80.74,16.7,7.4,12.05,,,,,0,21.6,21.51571429,21.55785714,21.4,23.2,-0.21,-1.15
1,10,.,1,1995,171,.,1,2,2,2,3,3,5,.,.,.,.,1.160409556,0.79,0,0.79,.,21.8,.,.,.,.,.,.,.,0.17,.,.,0.529411765,.,21.8,21.4469697,21.62348485,0.17,.,0.529411765,.,38,21.5,23.2,-0.1,-0.1,-0.54,0.11,.,0.212010067,.,0.212010067,.,6,.,1,1,1,1,1,1,0,.,.,.,.,.,.,.,16.63,7.23,11.93,61.68,99.8,80.74,16.7,7.4,12.05,,,,,1,21.8,21.4469697,21.62348485,21.5,23.2,-0.1,-0.54
1,4,.,0,1995,171,.,1,2,1,1,4,.,3,.,.,.,.,1.023890785,1.02,0.15,1.17,.,22.6,.,.,.,.,.,.,.,0.13,.,.,0.538461538,.,22.6,21.9,22.25,0.13,.,0.538461538,.,34,22,25.4,-0.04,-0.04,-0.19,0.06,.,0.136450542,.,0.136450542,.,6,.,1,0,1,1,1,1,0,.,.,.,.,.,.,.,16.63,7.23,11.93,61.68,99.8,80.74,16.7,7.4,12.05,,,,,1,22.6,21.9,22.25,22,25.4,-0.04,-0.19
1,14,.,1,1995,171,.,2,1,2,2,6,2,6,.,.,.,.,1.040955631,0.6,0.15,0.75,.,23.6,.,.,.,.,.,.,.,0.09,.,.,0.666666667,.,23.6,24.00285714,23.80142857,0.09,.,0.666666667,.,33,23.6,24.3,-0.09,-0.09,-0.4,0.08,.,0.075766168,.,0.075766168,.,6,.,1,0,1,1,1,1,0,.,.,.,.,.,.,.,16.63,7.23,11.93,61.68,99.8,80.74,16.7,7.4,12.05,,,,,2,23.6,24.00285714,23.80142857,23.6,24.3,-0.09,-0.4
1,16,.,1,1995,171,.,2,1,1,1,3,2,2,.,.,.,.,1.296928328,1.08,0,1.08,.,24.1,.,.,.,.,.,.,.,0.18,.,.,0.5,.,24.1,23.89393939,23.9969697,0.18,.,0.5,.,34,23.4,27.8,0.42,0.67,0.55,0.11,.,0.180794142,.,0.180794142,.,6,.,1,0,1,1,1,1,0,.,.,.,.,.,.,.,16.63,7.23,11.93,61.68,99.8,80.74,16.7,7.4,12.05,,,,,2,24.1,23.89393939,23.9969697,23.4,27.8,0.42,0.55
1,8,.,0,1995,172,.,-1,2,2,2,6,2,6,.,.,.,.,1.365187713,0.93,0,0.93,.,21.3,.,.,.,.,.,.,.,0.2,.,.,0.7,.,21.3,21.09621212,21.19810606,0.2,.,0.7,.,41,21,24.9,-0.01,-0.01,-0.04,0.05,.,0.325914459,.,0.325914459,.,6,.,1,0,1,1,1,1,0,.,.,.,.,.,.,.,8.9,6.161,7.5305,95.3,90.2,92.75,9.1,6.3,7.7,,,,,-1,21.3,21.09621212,21.19810606,21,24.9,-0.01,-0.04
1,14,.,1,1995,172,.,1,2,1,3,5,1,3,.,.,.,.,1.109215017,1.42,0.15,1.57,.,21.7,.,.,.,.,.,.,.,0.15,.,.,0.6,.,21.7,22.1,21.9,0.15,.,0.6,.,38,21.5,28.3,0.42,0.78,0.37,0.08,.,0.190901523,.,0.190901523,.,6,.,1,0,1,1,1,1,0,.,.,.,.,.,.,.,8.9,6.161,7.5305,95.3,90.2,92.75,9.1,6.3,7.7,,,,,1,21.7,22.1,21.9,21.5,28.3,0.42,0.37
1,17,.,1,1995,172,.,0,2,2,2,3,1,4,.,.,.,.,1.399317406,1.13,0.15,1.28,.,22.6,.,.,.,.,.,.,.,0.36,.,.,0.5,.,22.6,23.15142857,22.87571429,0.36,.,0.5,.,38,22.3,28.5,0.46,0.94,0.54,0.11,.,0.540474461,.,0.540474461,.,6,.,1,0,1,1,1,1,0,.,.,.,.,.,.,.,8.9,6.161,7.5305,95.3,90.2,92.75,9.1,6.4,7.75,,,,,0,22.6,23.15142857,22.87571429,22.3,28.5,0.46,0.54
1,15,.,1,1995,172,.,-1,2,2,3,4,2,3,.,.,.,.,0.938566553,0.99,0.15,1.14,.,21.8,.,.,.,.,.,.,.,0.08,.,.,0.75,.,21.8,21.88571429,21.84285714,0.08,.,0.75,.,38,21.7,24.5,-0.13,-0.13,-0.73,0.16,.,0.074360071,.,0.074360071,.,6,.,1,0,1,1,1,1,0,.,.,.,.,.,.,.,8.9,6.161,7.5305,95.3,90.2,92.75,9.1,6.3,7.7,,,,,-1,21.8,21.88571429,21.84285714,21.7,24.5,-0.13,-0.73
1,12,.,1,1995,172,.,-1,2,2,3,5,3,5,.,.,.,.,0.938566553,1.04,0.15,1.19,.,20.7,.,.,.,.,.,.,.,0.05,.,.,0.8,.,20.7,20.72714286,20.71357143,0.05,.,0.8,.,41,20.6,23.7,-0.17,-0.17,-0.94,0.23,.,0,.,0,.,6,.,1,1,1,1,1,1,0,.,.,.,.,.,.,.,8.9,6.161,7.5305,95.3,90.2,92.75,9.1,6.3,7.7,,,,,-1,20.7,20.72714286,20.71357143,20.6,23.7,-0.17,-0.94
1,9,.,0,1995,172,.,-1,2,2,2,5,3,6,.,.,.,.,1.365187713,0.81,0.15,0.96,.,17.2,.,.,.,.,.,.,.,0.1,.,.,0.3,.,17.2,16.32428571,16.76214286,0.1,.,0.3,.,55,16.8,21.2,-0.15,-0.15,-0.59,0.12,.,0.11144475,.,0.11144475,.,6,.,1,0,1,1,1,1,0,.,.,.,.,.,.,.,8.9,6.161,7.5305,95.3,90.2,92.75,9.1,6.3,7.7,,,,,-1,17.2,16.32428571,16.76214286,16.8,21.2,-0.15,-0.59
1,8,.,0,1995,173,.,0,2,2,2,6,2,6,.,.,.,.,1.109215017,1.1,0.15,1.25,.,20,.,.,.,.,.,.,.,0.03,.,.,1.333333333,.,20,21.04428571,20.52214286,0.03,.,1.333333333,.,51,20.6,25.1,-0.03,-0.03,-0.11,0.05,.,0,.,0,.,6,.,1,0,1,1,1,1,0,.,.,.,.,.,.,.,11.16,7.66,9.41,100,93.9,96.95,11.5,7.9,9.7,,,,,0,20,21.04428571,20.52214286,20.6,25.1,-0.03,-0.11
1,15,.,1,1995,173,.,0,2,2,2,5,2,5,.,.,.,.,0.989761092,0.95,0.15,1.1,.,21.1,.,.,.,.,.,.,.,0.08,.,.,0.875,.,21.1,20.88285714,20.99142857,0.08,.,0.875,.,46,20.9,24,-0.1,-0.1,-0.47,0.1,.,0.084054218,.,0.084054218,.,6,.,1,0,1,1,1,1,0,.,.,.,.,.,.,.,11.16,7.66,9.41,100,93.9,96.95,11.5,7.9,9.7,,,,,0,21.1,20.88285714,20.99142857,20.9,24,-0.1,-0.47
1,12,.,1,1995,173,.,-1,2,.,3,5,3,5,.,.,.,.,1.023890785,1.18,0.15,1.33,.,20.7,.,.,.,.,.,.,.,0.08,.,.,1.5,.,20.7,20.53,20.615,0.08,.,1.5,.,49,20.6,25.1,-0.05,-0.05,-0.21,0.06,.,0.11463996,.,0.11463996,.,6,.,1,1,1,1,1,1,0,.,.,.,.,.,.,.,11.16,7.66,9.41,100,93.9,96.95,11.5,7.9,9.7,,,,,-1,20.7,20.53,20.615,20.6,25.1,-0.05,-0.21
1,11,.,1,1995,173,.,-2,1,2,.,1,2,4,.,.,.,.,1.023890785,0.82,0.15,0.97,.,21.1,.,.,.,.,.,.,.,0.08,.,.,0.5,.,21.1,21.24,21.17,0.08,.,0.5,.,47,21.1,23.4,-0.14,-0.14,-0.65,0.14,.,0.067771463,.,0.067771463,.,6,.,1,1,1,1,1,1,0,.,.,.,.,.,.,.,11.16,7.66,9.41,100,93.9,96.95,11.5,7.9,9.7,,,,,-2,21.1,21.24,21.17,21.1,23.4,-0.14,-0.65
1,10,.,1,1995,173,.,-1,2,2,3,6,2,5,.,.,.,.,1.365187713,0.89,0,0.89,.,20.7,.,.,.,.,.,.,.,0.05,.,.,0.8,.,20.7,20.69772727,20.69886364,0.05,.,0.8,.,49,20.7,24.2,-0.02,-0.02,0.01,0.05,.,0,.,0,.,6,.,1,1,1,1,1,1,0,.,.,.,.,.,.,.,11.16,7.66,9.41,100,93.9,96.95,11.5,7.9,9.7,,,,,-1,20.7,20.69772727,20.69886364,20.7,24.2,-0.02,0.01
1,14,.,1,1995,173,.,2,1,2,2,5,1,3,.,.,.,.,1.109215017,1.42,0.15,1.57,.,24.1,.,.,.,.,.,.,.,0.12,.,.,0.833333333,.,24.1,23.31857143,23.70928571,0.12,.,0.833333333,.,37,23.1,29.7,0.67,1.19,0.75,0.17,.,0.130212321,.,0.130212321,.,6,.,1,0,1,1,1,1,0,.,.,.,.,.,.,.,11.16,7.66,9.41,100,93.9,96.95,11.5,7.9,9.7,,,,,2,24.1,23.31857143,23.70928571,23.1,29.7,0.67,0.75
1,17,.,1,1995,173,.,1,2,2,2,3,1,3,.,.,.,.,1.160409556,0.68,0.15,0.83,.,25,.,.,.,.,.,.,.,0.1,.,.,0.9,.,25,24.74142857,24.87071429,0.1,.,0.9,.,38,24.5,26.5,0.24,0.33,0.46,0.09,.,0.090888344,.,0.090888344,.,6,.,1,0,1,1,1,1,0,.,.,.,.,.,.,.,11.16,7.66,9.41,100,93.9,96.95,11.5,7.9,9.7,,,,,1,25,24.74142857,24.87071429,24.5,26.5,0.24,0.46
1,5,.,0,1995,173,.,-2,1,2,3,6,2,5,.,.,.,.,1.109215017,1.1,0.15,1.25,.,16.9,.,.,.,.,.,.,.,0.1,.,.,0.4,.,16.9,16.99285714,16.94642857,0.1,.,0.4,.,57,17,22,-0.18,-0.18,-0.82,0.19,.,0.123310338,.,0.123310338,.,6,.,1,0,1,1,1,1,0,.,.,.,.,.,.,.,11.16,7.66,9.41,100,93.9,96.95,11.5,7.9,9.7,,,,,-2,16.9,16.99285714,16.94642857,17,22,-0.18,-0.82
1,8,.,0,1995,178,.,0,2,2,2,6,2,6,.,.,.,.,1.058020478,1.1,0.15,1.25,.,22.6,.,.,.,.,.,.,.,0.24,.,.,0.541666667,.,22.6,22.90571429,22.75285714,0.24,.,0.541666667,.,45,22.6,26.6,0.19,0.35,0.17,0.06,.,0.323667589,.,0.323667589,.,6,.,1,0,1,1,1,1,0,.,.,.,.,.,.,.,19.15,9.23,14.19,67.9,99.4,83.65,19.3,9.4,14.35,,,,,0,22.6,22.90571429,22.75285714,22.6,26.6,0.19,0.17
1,7,.,0,1995,178,.,1,2,2,2,5,2,5,.,.,.,.,1.962457338,1.07,0,1.07,.,21.8,.,.,.,.,.,.,.,0.03,.,.,1,.,21.8,21.32424242,21.56212121,0.03,.,1,.,48,21.5,29.3,0.58,1.17,0.97,0.25,.,0,.,0,.,6,.,1,0,1,1,1,1,0,.,.,.,.,.,.,.,19.15,9.23,14.19,67.9,99.4,83.65,19.9,9.5,14.7,,,,,1,21.8,21.32424242,21.56212121,21.5,29.3,0.58,0.97
1,5,.,0,1995,178,.,0,2,2,.,6,2,5,.,.,.,.,1.058020478,0.99,0.15,1.14,.,19.2,.,.,.,.,.,.,.,0.05,.,.,0.8,.,19.2,18.89571429,19.04785714,0.05,.,0.8,.,54,19.1,23.1,-0.12,-0.12,-0.55,0.11,.,0,.,0,.,6,.,1,0,1,1,1,1,0,.,.,.,.,.,.,.,19.15,9.23,14.19,67.9,99.4,83.65,19.3,9.4,14.35,,,,,0,19.2,18.89571429,19.04785714,19.1,23.1,-0.12,-0.55
1,24,.,0,1995,178,.,-1,2,2,.,5,2,5,.,.,.,.,0.938566553,1.29,0.15,1.44,.,18.9,.,.,.,.,.,.,.,0.06,.,.,0.666666667,.,18.9,19.14857143,19.02428571,0.06,.,0.666666667,.,56,19.1,23.8,-0.17,-0.17,-0.87,0.21,.,0.040143841,.,0.040143841,.,6,.,1,0,1,1,1,1,0,.,.,.,.,.,.,.,19.15,9.23,14.19,67.9,99.4,83.65,19.3,9.4,14.35,,,,,-1,18.9,19.14857143,19.02428571,19.1,23.8,-0.17,-0.87
