BLCODE,SUB,AGE,SEX,YEAR,DAY,TIME,ASH,PRXY_TSA,TSA,MCI,VENT,AVM,COMF,ACT10,ACT20,ACT30,ACT60,MET,CLO,UPHOLST,INSUL,TA_H,TA_M,TA_L,DEWPT,PRTA-B,TG_H,TG_M,TG_L,VEL_H,VEL_M,VEL_L,TURB_H,TURB_M,TURB_L,TAAV,TRAV,TOP,VELAV,VELMAX,TUAV,PA,RH,ET,SET,TSENS,DISC,PMV,PPD,PD_H,PD_M,PD_L,PD_MAX,PCC,PCC_AG,PCS,PCEC1,PCEC2,PCEC3,PCEC4,PCEC5,PCEC6,PCEC7,PCED1,PCED2,PCED3,PCED4,PCED5,PCED6,PCED7,day15_ta,day06_ta,dayav_ta,day15_rh,day06_rh,dayav_rh,day15_et,day06_et,dayav_et
5,1,.,1,1993,193,15:00,2,1,1,1,.,.,.,.,.,.,.,1.4,0.39,0.15,0.39,.,31.00,.,.,.,.,31.00,.,.,0.00,.,.,.,.,31.00,31,31,0.00,.,.,.,21.46,29.3,28,0.93,0.77,1.66,0.6,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31.55555556,22.55555556,27.05555556,41.9,59.8,50.85,31,22.7,26.85
5,1,.,1,1993,193,16:00,2,1,1,1,.,.,.,.,.,.,.,1.2,0.39,0.15,0.54,.,31.50,.,.,.,.,32.00,.,.,0.00,.,.,.,.,31.50,32,31.75,0.00,.,.,.,31.81,30.5,30.2,1.25,1.32,1.98,0.76,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31.55555556,22.55555556,27.05555556,41.9,59.8,50.85,31,22.7,26.85
5,1,.,1,1993,193,17:00,2,1,1,1,.,.,.,.,.,.,.,1.2,0.39,0.15,0.54,.,32.00,.,.,.,.,32.00,.,.,0.00,.,.,.,.,32.00,32,32,0.00,.,.,.,25.04,30.3,30,1.25,1.24,1.99,0.76,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31.55555556,22.55555556,27.05555556,41.9,59.8,50.85,31,22.7,26.85
5,1,.,1,1993,193,18:00,2,1,1,1,.,.,.,.,.,.,.,1.2,0.39,0.15,0.54,.,32.00,.,.,.,.,32.00,.,.,0.00,.,.,.,.,32.00,32,32,0.00,.,.,.,37.60,31.1,30.9,1.34,1.53,2.12,0.82,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31.55555556,22.55555556,27.05555556,41.9,59.8,50.85,31,22.7,26.85
5,1,.,1,1993,193,19:00,2,1,1,1,.,.,.,.,.,.,.,2,0.39,0.15,0.39,.,32.50,.,.,.,.,32.00,.,.,0.22,.,.,.,.,32.50,31.94400372,32.22200186,0.22,.,.,.,35.81,30.9,30.3,1.43,1.81,2.37,0.9,.,0.031041681,.,0.031041681,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31.55555556,22.55555556,27.05555556,41.9,59.8,50.85,30.8,22.9,26.85
5,1,.,1,1993,193,20:00,2,1,1,1,.,.,.,.,.,.,.,3.8,0.39,0.15,0.39,.,29.25,.,.,.,.,30.50,.,.,0.73,.,.,.,.,29.25,30.79479978,30.02239989,0.73,.,.,.,40.00,28.4,31,1.46,3.68,3.64,1,.,0.519462485,.,0.519462485,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31.55555556,22.55555556,27.05555556,41.9,59.8,50.85,30.4,23.3,26.85
5,1,.,1,1993,193,21:00,1,2,1,1,.,.,.,.,.,.,.,1.2,0.39,0.15,0.54,.,30.50,.,.,.,.,30.50,.,.,0.00,.,.,.,.,30.50,30.5,30.5,0.00,.,.,.,39.60,29.9,29.6,1.04,1.18,1.69,0.61,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31.55555556,22.55555556,27.05555556,41.9,59.8,50.85,31,22.7,26.85
5,1,.,1,1993,193,22:00,1,2,2,2,.,.,.,.,.,.,.,1.2,0.39,0.15,0.54,.,30.50,.,.,.,.,30.00,.,.,0.00,.,.,.,.,30.50,30,30.25,0.00,.,.,.,37.00,29.5,29.2,0.97,1.07,1.59,0.56,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31.55555556,22.55555556,27.05555556,41.9,59.8,50.85,31,22.7,26.85
5,1,.,1,1993,193,23:00,1,2,2,2,.,.,.,.,.,.,.,1.2,0.39,0.15,0.54,.,29.25,.,.,.,.,30.00,.,.,0.88,.,.,.,.,29.25,30.19916942,29.72458471,0.88,.,.,.,37.00,29.1,26.2,0.35,0.39,0.96,0.24,.,0.68323556,.,0.68323556,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31.55555556,22.55555556,27.05555556,41.9,59.8,50.85,31.1,22.7,26.9
5,1,.,1,1993,194,07:00,1,2,2,2,.,.,.,.,.,.,.,0.8,0.39,0.15,0.54,.,27.50,.,.,.,.,27.50,.,.,0.00,.,.,.,.,27.50,27.5,27.5,0.00,.,.,.,27.60,27.2,26,-0.09,-0.09,-0.56,0.12,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31.55555556,22.55555556,27.05555556,41.9,59.8,50.85,31.2,22.7,26.95
