BLCODE,SUB,AGE,SEX,YEAR,DAY,TIME,ASH,PRXY_TSA,TSA,MCI,VENT,AVM,COMF,ACT10,ACT20,ACT30,ACT60,MET,CLO,UPHOLST,INSUL,TA_H,TA_M,TA_L,DEWPT,PRTA-B,TG_H,TG_M,TG_L,VEL_H,VEL_M,VEL_L,TURB_H,TURB_M,TURB_L,TAAV,TRAV,TOP,VELAV,VELMAX,TUAV,PA,RH,ET,SET,TSENS,DISC,PMV,PPD,PD_H,PD_M,PD_L,PD_MAX,PCC,PCC_AG,PCS,PCEC1,PCEC2,PCEC3,PCEC4,PCEC5,PCEC6,PCEC7,PCED1,PCED2,PCED3,PCED4,PCED5,PCED6,PCED7,day15_ta,day06_ta,dayav_ta,day15_rh,day06_rh,dayav_rh,day15_et,day06_et,dayav_et
3,1,30,0,1994,2,13:15,0,2,.,2,.,.,.,.,.,.,.,1.006825939,0.94388211,0.15,1.09388211,.,20.8,.,.,.,.,20.5,.,.,0.002632653,.,.,.,.,20.8,20.49731483,20.64865741,0.002632653,.,.,1.776372121,72.3,20.9,23.9,-0.1,-0.1,-0.41,0.08,.,0,.,0,.,1.3,.,0,0,0,0,0,1,0,.,.,.,.,.,.,.,20,7.5,13.75,40.5,99,69.75,19.9,7.7,13.8,,,,,0,20.8,20.49731483,20.64865741,20.9,23.9,-0.1,-0.41
3,1,30,0,1994,2,14:05,0,2,.,2,.,.,.,.,.,.,.,1.006825939,0.94388211,0.15,1.09388211,.,21.3,.,.,.,.,20.9,.,.,0.019750803,.,.,.,.,21.3,20.88805265,21.09402632,0.019750803,.,.,1.755806701,69.3,21.3,24.3,-0.08,-0.08,-0.31,0.07,.,0,.,0,.,1.3,.,0,0,0,0,0,1,0,.,.,.,.,.,.,.,20,7.5,13.75,40.5,99,69.75,19.9,7.7,13.8,,,,,0,21.3,20.88805265,21.09402632,21.3,24.3,-0.08,-0.31
3,1,30,0,1994,2,15:15,0,2,.,2,.,.,.,.,.,.,.,1.006825939,0.94388211,0.15,1.09388211,.,20.8,.,.,.,.,20.2,.,.,0.031550617,.,.,.,.,20.8,20.17609161,20.48804581,0.031550617,.,.,1.69283595,68.9,20.7,23.7,-0.11,-0.11,-0.46,0.09,.,0,.,0,.,1.3,.,0,0,0,0,0,1,0,.,.,.,.,.,.,.,20,7.5,13.75,40.5,99,69.75,19.9,7.7,13.8,,,,,0,20.8,20.17609161,20.48804581,20.7,23.7,-0.11,-0.46
3,1,30,0,1994,2,16:07,0,2,.,2,.,.,.,.,.,.,.,1.006825939,0.94388211,0.15,1.09388211,.,20.8,.,.,.,.,20.2,.,.,0.031550617,.,.,.,.,20.8,20.17609161,20.48804581,0.031550617,.,.,1.683008165,68.5,20.7,23.7,-0.11,-0.11,-0.46,0.09,.,0,.,0,.,1.3,.,0,0,0,0,0,1,0,.,.,.,.,.,.,.,20,7.5,13.75,40.5,99,69.75,19.9,7.7,13.8,,,,,0,20.8,20.17609161,20.48804581,20.7,23.7,-0.11,-0.46
3,1,30,0,1994,2,17:10,0,2,.,3,.,.,.,.,.,.,.,0.887372014,0.94388211,0.15,1.09388211,.,19.8,.,.,.,.,19.5,.,.,0.010871262,.,.,.,.,19.8,19.49364729,19.64682365,0.010871262,.,.,1.545144074,66.9,19.8,22.4,-0.26,-0.26,-1.24,0.37,.,0,.,0,.,1.3,.,0,0,0,0,0,1,0,.,.,.,.,.,.,.,20,7.5,13.75,40.5,99,69.75,19.9,7.7,13.8,,,,,0,19.8,19.49364729,19.64682365,19.8,22.4,-0.26,-1.24
3,1,30,0,1994,2,18:10,0,2,.,2,.,.,.,.,.,.,.,0.887372014,0.94388211,0.15,1.09388211,.,19.8,.,.,.,.,19.5,.,.,0.010871262,.,.,.,.,19.8,19.49364729,19.64682365,0.010871262,.,.,1.526667014,66.1,19.8,22.4,-0.26,-0.26,-1.24,0.37,.,0,.,0,.,1.3,.,0,0,0,0,0,1,0,.,.,.,.,.,.,.,20,7.5,13.75,40.5,99,69.75,19.9,7.7,13.8,,,,,0,19.8,19.49364729,19.64682365,19.8,22.4,-0.26,-1.24
3,1,30,0,1994,2,19:05,0,2,.,2,.,.,.,.,.,.,.,1.006825939,0.91659659,0.15,1.06659659,.,19.8,.,.,.,.,19.5,.,.,0.010871262,.,.,.,.,19.8,19.49364729,19.64682365,0.010871262,.,.,1.526667014,66.1,19.8,22.8,-0.16,-0.16,-0.74,0.17,.,0,.,0,.,1.3,.,0,0,0,0,0,1,0,.,.,.,.,.,.,.,20,7.5,13.75,40.5,99,69.75,19.9,7.7,13.8,,,,,0,19.8,19.49364729,19.64682365,19.8,22.8,-0.16,-0.74
3,1,30,0,1994,2,20:15,0,2,.,2,.,.,.,.,.,.,.,1.006825939,0.91659659,0.15,1.06659659,.,19.8,.,.,.,.,19.5,.,.,0.010871262,.,.,.,.,19.8,19.49364729,19.64682365,0.010871262,.,.,1.517428485,65.7,19.8,22.8,-0.16,-0.16,-0.74,0.17,.,0,.,0,.,1.3,.,0,0,0,0,0,1,0,.,.,.,.,.,.,.,20,7.5,13.75,40.5,99,69.75,19.9,7.7,13.8,,,,,0,19.8,19.49364729,19.64682365,19.8,22.8,-0.16,-0.74
3,1,30,0,1994,2,21:00,0,2,.,3,.,.,.,.,.,.,.,0.887372014,0.91659659,0.15,1.06659659,.,19.8,.,.,.,.,19.5,.,.,0.002632653,.,.,.,.,19.8,19.49728719,19.6486436,0.002632653,.,.,1.526667014,66.1,19.8,22.3,-0.27,-0.27,-1.29,0.4,.,0,.,0,.,1.3,.,0,0,0,0,0,1,0,.,.,.,.,.,.,.,20,7.5,13.75,40.5,99,69.75,19.9,7.7,13.8,,,,,0,19.8,19.49728719,19.6486436,19.8,22.3,-0.27,-1.29
3,1,30,0,1994,2,22:00,0,2,.,3,.,.,.,.,.,.,.,1.877133106,0.75933299,0.15,0.75933299,.,19.8,.,.,.,.,19.5,.,.,0.002632653,.,.,.,.,19.8,19.49728719,19.6486436,0.002632653,.,.,1.517428485,65.7,20.1,24.5,-0.02,-0.02,0.38,0.08,.,0,.,0,.,1.3,.,0,0,0,0,0,1,0,.,.,.,.,.,.,.,20,7.5,13.75,40.5,99,69.75,19.8,7.7,13.75,,,,,0,19.8,19.49728719,19.6486436,20.1,24.5,-0.02,0.38
3,1,30,0,1994,3,07:00,-2,1,.,3,.,.,.,.,.,.,.,0.887372014,1.24892244,0.15,1.39892244,.,18.3,.,.,.,.,18.5,.,.,0.000286506,.,.,.,.,18.3,18.50048287,18.40024143,0.000286506,.,.,1.390168985,66.1,18.6,23.1,-0.2,-0.2,-1.02,0.27,.,0,.,0,.,1.3,.,0,0,0,0,0,1,0,.,.,.,.,.,.,.,20,7,13.5,40.5,99,69.75,19.9,7.2,13.55,,,,,-2,18.3,18.50048287,18.40024143,18.6,23.1,-0.2,-1.02
3,1,30,0,1994,3,08:00,-2,1,.,3,.,.,.,.,.,.,.,0.887372014,0.94388211,0.15,1.09388211,.,18.3,.,.,.,.,18.2,.,.,0.000286506,.,.,.,.,18.3,18.19975782,18.24987891,0.000286506,.,.,1.390168985,66.1,18.4,21.1,-0.36,-0.36,-1.65,0.59,.,0,.,0,.,1.3,.,0,0,0,0,0,1,0,.,.,.,.,.,.,.,20,7,13.5,40.5,99,69.75,19.9,7.2,13.55,,,,,-2,18.3,18.19975782,18.24987891,18.4,21.1,-0.36,-1.65
