BLCODE,SUB,AGE,SEX,YEAR,DAY,TIME,ASH,PRXY_TSA,TSA,MCI,VENT,AVM,COMF,ACT10,ACT20,ACT30,ACT60,MET,CLO,UPHOLST,INSUL,TA_H,TA_M,TA_L,DEWPT,PRTA-B,TG_H,TG_M,TG_L,VEL_H,VEL_M,VEL_L,TURB_H,TURB_M,TURB_L,TAAV,TRAV,TOP,VELAV,VELMAX,TUAV,PA,RH,ET,SET,TSENS,DISC,PMV,PPD,PD_H,PD_M,PD_L,PD_MAX,PCC,PCC_AG,PCS,PCEC1,PCEC2,PCEC3,PCEC4,PCEC5,PCEC6,PCEC7,PCED1,PCED2,PCED3,PCED4,PCED5,PCED6,PCED7,day15_ta,day06_ta,dayav_ta,day15_rh,day06_rh,dayav_rh,day15_et,day06_et,dayav_et
3,1,41,1,1988,104,1014,2.0,1.0,.,2,.,.,.,.,.,.,.,1.1,0.67,0.15,0.82,.,29.7,.,.,.,.,.,.,.,0.16,.,.,.,.,29.7,29.80958113,29.8,0.16,.,.,.,78.4,32.4,33.9,1.23,2.89,1.94,0.74,.,0.060273422,.,0.060273422,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34.4,25.2,29.8,57.4,86.6,72,35.4,26.7,31.05
3,2,32,1,1988,104,1020,0.0,2.0,.,1,.,.,.,.,.,.,.,1.1,0.49,0.15,0.64,.,29.8,.,.,.,.,.,.,.,0.61,.,.,.,.,29.8,29.92136423,29.9,0.61,.,.,.,77.9,31.8,29.7,0.78,1.53,1.6,0.56,.,0.356734464,.,0.356734464,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34.4,25.2,29.8,57.4,86.6,72,35.2,25.8,30.5
3,3,43,1,1988,104,1027,1.0,2.0,.,1,.,.,.,.,.,.,.,1.1,0.57,0.15,0.72,.,29.5,.,.,.,.,.,.,.,0.14,.,.,.,.,29.5,29.71770372,29.6,0.14,.,.,.,78.1,32,32.9,1.15,2.47,1.84,0.69,.,0.052704449,.,0.052704449,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34.4,25.2,29.8,57.4,86.6,72,35.4,26.5,30.95
3,4,42,1,1988,104,1033,1.0,2.0,.,1,.,.,.,.,.,.,.,1.1,0.38,0.15,0.53,.,30.0,.,.,.,.,.,.,.,0.20,.,.,.,.,30.0,30,30.0,0.20,.,.,.,77.4,32.1,31.4,1,1.96,1.74,0.64,.,0.07526038,.,0.07526038,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34.4,25.2,29.8,57.4,86.6,72,35.3,25.7,30.5
3,5,33,0,1988,104,1040,1.0,2.0,.,1,.,.,.,.,.,.,.,1.1,0.41,0.15,0.56,.,30.0,.,.,.,.,.,.,.,0.70,.,.,.,.,30.0,30.12315711,30.1,0.70,.,.,.,77.2,31.7,28.8,0.69,1.26,1.53,0.52,.,0.413428147,.,0.413428147,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34.4,25.2,29.8,57.4,86.6,72,35.2,25.8,30.5
3,6,30,1,1988,104,1047,2.0,1.0,.,1,.,.,.,.,.,.,.,1.1,0.55,0.15,0.70,.,30.1,.,.,.,.,.,.,.,0.20,.,.,.,.,30.1,30.21091038,30.2,0.20,.,.,.,77.2,32.6,33,1.17,2.56,1.95,0.74,.,0.073378871,.,0.073378871,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34.4,25.2,29.8,57.4,86.6,72,35.3,26.3,30.8
3,7,25,1,1988,104,1053,1.0,2.0,.,1,.,.,.,.,.,.,.,1.1,0.55,0.15,0.70,.,30.3,.,.,.,.,.,.,.,0.31,.,.,.,.,30.3,30.3,30.3,0.31,.,.,.,76.3,32.6,32.1,1.08,2.28,1.93,0.74,.,0.124037303,.,0.124037303,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34.4,25.2,29.8,57.4,86.6,72,35.3,26.1,30.7
3,8,.,1,1988,104,1059,1.0,2.0,.,2,.,.,.,.,.,.,.,1.1,0.55,0.15,0.70,.,30.3,.,.,.,.,.,.,.,0.40,.,.,.,.,30.3,30.41650391,30.4,0.40,.,.,.,75.6,32.5,31.6,1.03,2.14,1.91,0.73,.,0.174844554,.,0.174844554,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34.4,25.2,29.8,57.4,86.6,72,35.3,25.9,30.6
3,9,59,0,1988,104,1106,1.0,2.0,.,2,.,.,.,.,.,.,.,1.1,0.45,0.15,0.60,.,30.4,.,.,.,.,.,.,.,0.23,.,.,.,.,30.4,30.51182955,30.5,0.23,.,.,.,75.2,32.6,32,1.11,2.21,1.93,0.73,.,0.081360713,.,0.081360713,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34.4,25.2,29.8,57.4,86.6,72,35.3,25.9,30.6
3,10,44,1,1988,104,1115,2.0,1.0,.,1,.,.,.,.,.,.,.,1.1,0.41,0.15,0.56,.,30.5,.,.,.,.,.,.,.,0.51,.,.,.,.,30.5,30.61905588,30.6,0.51,.,.,.,74.9,32.4,30,0.88,1.6,1.79,0.66,.,0.231139593,.,0.231139593,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34.4,25.2,29.8,57.4,86.6,72,35.2,25.8,30.5
