"J. C. Brown. Winter, 1992/1993.  Air Conditioned (HVAC) light industrial factories study in the Liverpool area, South Wales, UK.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic Identifiers,,,,,,,Thermal Questionnaire,,,,,,,,,,,,,,,Indoor Climate Physical Obs,,,,,,,,,,,,,,Calculated Indices,,,,,,,,,,,,,,,,,,Personal Environmental Control,,,,,,,,,,,,,,,,,Outdoor Meteorological Data,,,,,,,,,,,,,,,,,,,,
6,1,.,0,1993,64,.,-1,2,.,.,.,.,.,.,.,.,.,2.6 ,0.7,0.15,0.70 ,22.4 ,.,15.9 ,.,.,22.7 ,.,.,0.06,.,.,.,.,.,22.4 ,22.71713379,22.6 ,0.06,.,.,.,33.3 ,21.5,27.4,0.45,0.77,1.32,0.41,0.13,.,.,0.13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9.9,3.6,6.75,63,100,81.5,10,3.8,6.9,,,,,-1,22.4 ,22.71713379,22.6 ,21.5,27.4,0.45,1.32
6,4,.,1,1993,64,.,2,1,.,.,.,.,.,.,.,.,.,2.3 ,0.76,0.15,0.91 ,22.4 ,.,21.3 ,.,.,22.9 ,.,.,0.06,.,.,.,.,.,22.4 ,22.92849681,22.7 ,0.06,.,.,.,31.5 ,21.5,28.9,0.62,1.12,1.2,0.35,0.13,.,.,0.13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9.9,3.6,6.75,63,100,81.5,10,3.8,6.9,,,,,2,22.4 ,22.92849681,22.7 ,21.5,28.9,0.62,1.2
6,5,.,1,1993,64,.,0,2,.,.,.,.,.,.,.,.,.,1.4 ,0.96,0.15,1.11 ,22.4 ,.,22.4 ,.,.,22.9 ,.,.,0.06,.,.,.,.,.,22.4 ,22.92849681,22.7 ,0.06,.,.,.,31.5 ,22,27.2,0.32,0.49,0.52,0.11,0.13,.,.,0.13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9.9,3.6,6.75,63,100,81.5,10,3.8,6.9,,,,,0,22.4 ,22.92849681,22.7 ,22,27.2,0.32,0.52
6,6,.,1,1993,64,.,2,1,.,.,.,.,.,.,.,.,.,2.3 ,0.7,0.15,0.85 ,22.3 ,.,19.5 ,.,.,22.8 ,.,.,0.06,.,.,.,.,.,22.3 ,22.82852571,22.6 ,0.06,.,.,.,31.8 ,21.4,28.2,0.52,0.91,1.15,0.33,0.13,.,.,0.13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9.9,3.6,6.75,63,100,81.5,10,3.8,6.9,,,,,2,22.3 ,22.82852571,22.6 ,21.4,28.2,0.52,1.15
6,7,.,1,1993,64,.,2,1,.,.,.,.,.,.,.,.,.,2.6 ,0.67,0.15,0.67 ,22.3 ,.,19.9 ,.,.,22.8 ,.,.,0.06,.,.,.,.,.,22.3 ,22.82852571,22.6 ,0.06,.,.,.,31.8 ,21.5,27,0.39,0.65,1.29,0.4,0.13,.,.,0.13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9.9,3.6,6.75,63,100,81.5,10,3.8,6.9,,,,,2,22.3 ,22.82852571,22.6 ,21.5,27,0.39,1.29
6,8,.,1,1993,64,.,2,1,.,.,.,.,.,.,.,.,.,2.6 ,0.67,0.15,0.67 ,22.3 ,.,21.8 ,.,.,22.8 ,.,.,0.06,.,.,.,.,.,22.3 ,22.82852571,22.6 ,0.06,.,.,.,31.8 ,21.5,27,0.39,0.65,1.29,0.4,0.13,.,.,0.13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9.9,3.6,6.75,63,100,81.5,10,3.8,6.9,,,,,2,22.3 ,22.82852571,22.6 ,21.5,27,0.39,1.29
6,9,.,1,1993,64,.,1,2,.,.,.,.,.,.,.,.,.,2.3 ,0.67,0.15,0.82 ,22.3 ,.,20.4 ,.,.,22.8 ,.,.,0.06,.,.,.,.,.,22.3 ,22.82852571,22.6 ,0.06,.,.,.,31.8 ,21.5,27.9,0.48,0.82,1.12,0.32,0.13,.,.,0.13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9.9,3.6,6.75,63,100,81.5,10,3.8,6.9,,,,,1,22.3 ,22.82852571,22.6 ,21.5,27.9,0.48,1.12
6,10,.,1,1993,64,.,0,2,.,.,.,.,.,.,.,.,.,3.1 ,0.7,0.15,0.70 ,23.1 ,.,19.8 ,.,.,22.5 ,.,.,0.1,.,.,.,.,.,23.1 ,22.45333248,22.8 ,0.1,.,.,.,32.4 ,21.6,29,0.72,1.41,1.84,0.69,0.12,.,.,0.12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9.9,3.6,6.75,63,100,81.5,10.1,3.8,6.95,,,,,0,23.1 ,22.45333248,22.8 ,21.6,29,0.72,1.84
6,11,.,1,1993,64,.,1,2,.,.,.,.,.,.,.,.,.,2.3 ,0.71,0.15,0.86 ,22.3 ,.,19.7 ,.,.,22.8 ,.,.,0.06,.,.,.,.,.,22.3 ,22.82852571,22.6 ,0.06,.,.,.,31.8 ,21.4,28.3,0.54,0.94,1.15,0.33,0.13,.,.,0.13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9.9,3.6,6.75,63,100,81.5,10,3.8,6.9,,,,,1,22.3 ,22.82852571,22.6 ,21.4,28.3,0.54,1.15
1,1,.,1,1992,78,.,-3,1,.,3,.,.,.,.,.,.,.,2.3 ,0.97,0.15,1.12 ,20.0 ,.,17.8 ,.,.,19.4 ,.,.,0.06,.,.,.,.,.,20.0 ,19.36454953,19.7 ,0.06,.,.,.,49.9 ,19.8,29.8,0.57,1.37,1.04,0.28,0.15,.,.,0.15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5.9,1.6,3.75,63,100,81.5,6,1.8,3.9,,,,,-3,20.0 ,19.36454953,19.7 ,19.8,29.8,0.57,1.04
1,2,.,1,1992,78,.,2,1,.,3,.,.,.,.,.,.,.,2.6 ,0.96,0.15,0.96 ,18.7 ,.,16.7 ,.,.,19.2 ,.,.,0.06,.,.,.,.,.,18.7 ,19.22959288,19.0 ,0.06,.,.,.,47.7 ,18.8,28.6,0.39,0.96,1.09,0.3,0.17,.,.,0.17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5.9,1.6,3.75,63,100,81.5,6,1.8,3.9,,,,,2,18.7 ,19.22959288,19.0 ,18.8,28.6,0.39,1.09
1,3,.,1,1992,78,.,-1,2,.,2,.,.,.,.,.,.,.,2.6 ,0.77,0.15,0.77 ,18.8 ,.,16.6 ,.,.,19.3 ,.,.,0.06,.,.,.,.,.,18.8 ,19.32956252,19.1 ,0.06,.,.,.,48.0 ,18.9,26.3,0.1,0.28,0.93,0.23,0.17,.,.,0.17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5.9,1.6,3.75,63,100,81.5,6,1.8,3.9,,,,,-1,18.8 ,19.32956252,19.1 ,18.9,26.3,0.1,0.93
1,4,.,0,1992,78,.,2,1,.,2,.,.,.,.,.,.,.,2.4 ,0.97,0.15,1.12 ,18.7 ,.,16.7 ,.,.,19.2 ,.,.,0.06,.,.,.,.,.,18.7 ,19.22959288,19.0 ,0.06,.,.,.,47.7 ,18.8,29.5,0.5,1.24,1.03,0.27,0.17,.,.,0.17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5.9,1.6,3.75,63,100,81.5,6,1.8,3.9,,,,,2,18.7 ,19.22959288,19.0 ,18.8,29.5,0.5,1.03
1,5,.,1,1992,78,.,2,1,.,3,.,.,.,.,.,.,.,2.3 ,1.1,0.15,1.25 ,18.7 ,.,16.8 ,.,.,19.2 ,.,.,0.06,.,.,.,.,.,18.7 ,19.22959288,19.0 ,0.06,.,.,.,47.7 ,18.7,30.3,0.6,1.54,1.02,0.27,0.17,.,.,0.17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5.9,1.6,3.75,63,100,81.5,6,1.8,3.9,,,,,2,18.7 ,19.22959288,19.0 ,18.7,30.3,0.6,1.02
1,6,.,1,1992,78,.,2,1,.,3,.,.,.,.,.,.,.,2.3 ,0.74,0.15,0.89 ,18.7 ,.,16.7 ,.,.,19.2 ,.,.,0.06,.,.,.,.,.,18.7 ,19.22959288,19.0 ,0.06,.,.,.,47.7 ,18.8,26.5,0.12,0.3,0.75,0.17,0.17,.,.,0.17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5.9,1.6,3.75,63,100,81.5,6,1.7,3.85,,,,,2,18.7 ,19.22959288,19.0 ,18.8,26.5,0.12,0.75
1,7,.,1,1992,78,.,2,1,.,3,.,.,.,.,.,.,.,2.3 ,0.58,0.15,0.73 ,18.5 ,.,16.6 ,.,.,19.0 ,.,.,0.06,.,.,.,.,.,18.5 ,19.02965372,18.8 ,0.06,.,.,.,47.4 ,18.6,24.4,-0.02,-0.02,0.55,0.11,0.17,.,.,0.17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5.9,1.6,3.75,63,100,81.5,5.9,1.7,3.8,,,,,2,18.5 ,19.02965372,18.8 ,18.6,24.4,-0.02,0.55
1,8,.,1,1992,78,.,-1,2,.,2,.,.,.,.,.,.,.,2.6 ,1.03,0.15,1.03 ,22.1 ,.,16.7 ,.,.,20.2 ,.,.,0.06,.,.,.,.,.,22.1 ,20.08861338,21.1 ,0.06,.,.,.,46.5 ,21.2,31.1,0.81,2.05,1.42,0.47,0.13,.,.,0.13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5.9,1.6,3.75,63,100,81.5,6,1.8,3.9,,,,,-1,22.1 ,20.08861338,21.1 ,21.2,31.1,0.81,1.42
1,9,.,1,1992,78,.,0,2,.,2,.,.,.,.,.,.,.,2.6 ,0.94,0.15,0.94 ,22.1 ,.,16.8 ,.,.,20.2 ,.,.,0.06,.,.,.,.,.,22.1 ,20.08861338,21.1 ,0.06,.,.,.,46.5 ,21.2,30.1,0.7,1.64,1.37,0.44,0.13,.,.,0.13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5.9,1.6,3.75,63,100,81.5,6,1.8,3.9,,,,,0,22.1 ,20.08861338,21.1 ,21.2,30.1,0.7,1.37
1,10,.,1,1992,78,.,0,2,.,3,.,.,.,.,.,.,.,2.3 ,1.25,0.15,1.40 ,18.5 ,.,16.8 ,.,.,19.0 ,.,.,0.06,.,.,.,.,.,18.5 ,19.02965372,18.8 ,0.06,.,.,.,47.5 ,18.5,31.6,0.72,2.07,1.09,0.3,0.17,.,.,0.17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5.9,1.6,3.75,63,100,81.5,6,1.8,3.9,,,,,0,18.5 ,19.02965372,18.8 ,18.5,31.6,0.72,1.09
1,11,.,1,1992,78,.,1,2,.,2,.,.,.,.,.,.,.,2.6 ,0.72,0.15,0.72 ,18.5 ,.,17.0 ,.,.,19.0 ,.,.,0.06,.,.,.,.,.,18.5 ,19.02965372,18.8 ,0.06,.,.,.,47.5 ,18.6,25.3,0,0,0.84,0.2,0.17,.,.,0.17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5.9,1.6,3.75,63,100,81.5,6,1.8,3.9,,,,,1,18.5 ,19.02965372,18.8 ,18.6,25.3,0,0.84
1,12,.,1,1992,78,.,2,1,.,2,.,.,.,.,.,.,.,2.6 ,0.58,0.15,0.58 ,18.8 ,.,17.0 ,.,.,19.3 ,.,.,0.06,.,.,.,.,.,18.8 ,19.32956252,19.1 ,0.06,.,.,.,48.0 ,18.9,23.6,-0.03,-0.03,0.71,0.16,0.17,.,.,0.17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5.9,1.6,3.75,63,100,81.5,5.9,1.7,3.8,,,,,2,18.8 ,19.32956252,19.1 ,18.9,23.6,-0.03,0.71
1,13,.,0,1992,78,.,0,2,.,2,.,.,.,.,.,.,.,2.4 ,0.39,0.15,0.54 ,18.7 ,.,15.6 ,.,.,19.2 ,.,.,0.06,.,.,.,.,.,18.7 ,19.22959288,19.0 ,0.06,.,.,.,47.7 ,18.8,22.3,-0.06,-0.06,0.43,0.09,0.17,.,.,0.17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5.9,1.6,3.75,63,100,81.5,5.9,1.7,3.8,,,,,0,18.7 ,19.22959288,19.0 ,18.8,22.3,-0.06,0.43
1,14,.,0,1992,78,.,3,1,.,1,.,.,.,.,.,.,.,4.5 ,0.42,0.15,0.42 ,17.4 ,.,15.1 ,.,.,18.3 ,.,.,0.06,.,.,.,.,.,17.4 ,18.35375572,17.9 ,0.06,.,.,.,47.8 ,17.6,24.5,-0.01,-0.01,2.29,0.88,0.18,.,.,0.18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5.9,1.6,3.75,63,100,81.5,6,1.8,3.9,,,,,3,17.4 ,18.35375572,17.9 ,17.6,24.5,-0.01,2.29
1,15,.,0,1992,78,.,0,2,.,2,.,.,.,.,.,.,.,4.5 ,0.4,0.15,0.40 ,17.4 ,.,14.8 ,.,.,18.3 ,.,.,0.06,.,.,.,.,.,17.4 ,18.35375572,17.9 ,0.06,.,.,.,47.8 ,17.6,24.1,-0.02,-0.02,2.26,0.87,0.18,.,.,0.18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5.9,1.6,3.75,63,100,81.5,6,1.8,3.9,,,,,0,17.4 ,18.35375572,17.9 ,17.6,24.1,-0.02,2.26
1,16,.,0,1992,78,.,-3,1,.,3,.,.,.,.,.,.,.,2.4 ,1.1,0.15,1.25 ,17.4 ,.,15.0 ,.,.,18.3 ,.,.,0.06,.,.,.,.,.,17.4 ,18.35375572,17.9 ,0.06,.,.,.,47.8 ,17.6,30,0.52,1.4,0.99,0.26,0.18,.,.,0.18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5.9,1.6,3.75,63,100,81.5,6,1.8,3.9,,,,,-3,17.4 ,18.35375572,17.9 ,17.6,30,0.52,0.99
7,2,.,0,1993,97,.,0,2,.,.,.,.,.,.,.,.,.,2.6 ,1.2,0.15,1.20 ,20.5 ,.,18.9 ,.,.,20.3 ,.,.,0.06,.,.,.,.,.,20.5 ,20.28829305,20.4 ,0.06,.,.,.,54.5 ,20.8,32.5,0.9,2.76,1.46,0.49,0.15,.,.,0.15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12.4,6.7,9.55,61,100,80.5,12.8,7.5,10.15,,,,,0,20.5 ,20.28829305,20.4 ,20.8,32.5,0.9,1.46
7,3,.,0,1993,97,.,-1,2,.,.,.,.,.,.,.,.,.,2.6 ,0.31,0.15,0.31 ,21.3 ,.,18.9 ,.,.,21.3 ,.,.,0.06,.,.,.,.,.,21.3 ,21.3,21.3 ,0.06,.,.,.,51.3 ,21.3,21.4,-0.07,-0.07,0.75,0.17,0.14,.,.,0.14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12.4,6.7,9.55,61,100,80.5,12.5,6.9,9.7,,,,,-1,21.3 ,21.3,21.3 ,21.3,21.4,-0.07,0.75
7,4,.,0,1993,97,.,2,1,.,.,.,.,.,.,.,.,.,2.6 ,0.73,0.15,0.73 ,20.6 ,.,18.7 ,.,.,20.7 ,.,.,0.06,.,.,.,.,.,20.6 ,20.70582907,20.7 ,0.06,.,.,.,52.4 ,20.7,27.2,0.29,0.61,1.14,0.33,0.15,.,.,0.15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12.4,6.7,9.55,61,100,80.5,12.6,6.9,9.75,,,,,2,20.6 ,20.70582907,20.7 ,20.7,27.2,0.29,1.14
7,5,.,0,1993,97,.,2,1,.,.,.,.,.,.,.,.,.,2.6 ,0.48,0.15,0.48 ,20.9 ,.,18.3 ,.,.,20.8 ,.,.,0.06,.,.,.,.,.,20.9 ,20.79417654,20.8 ,0.06,.,.,.,52.9 ,21,23.8,-0.02,-0.02,0.92,0.23,0.14,.,.,0.14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12.4,6.7,9.55,61,100,80.5,12.5,6.9,9.7,,,,,2,20.9 ,20.79417654,20.8 ,21,23.8,-0.02,0.92
7,6,.,0,1993,97,.,1,2,.,.,.,.,.,.,.,.,.,1.4 ,0.67,0.15,0.82 ,20.0 ,.,18.2 ,.,.,20.8 ,.,.,0.06,.,.,.,.,.,20.0 ,20.84657525,20.4 ,0.06,.,.,.,48.1 ,20.4,23.3,-0.06,-0.06,-0.15,0.05,0.15,.,.,0.15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12.4,6.7,9.55,61,100,80.5,12.5,6.9,9.7,,,,,1,20.0 ,20.84657525,20.4 ,20.4,23.3,-0.06,-0.15
7,7,.,1,1993,97,.,1,2,.,.,.,.,.,.,.,.,.,1.4 ,0.66,0.15,0.81 ,20.2 ,.,18.8 ,.,.,20.6 ,.,.,0.06,.,.,.,.,.,20.2 ,20.62333801,20.4 ,0.06,.,.,.,49.5 ,20.4,23.2,-0.06,-0.06,-0.16,0.06,0.15,.,.,0.15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12.4,6.7,9.55,61,100,80.5,12.5,6.9,9.7,,,,,1,20.2 ,20.62333801,20.4 ,20.4,23.2,-0.06,-0.16
7,8,.,1,1993,97,.,1,2,.,.,.,.,.,.,.,.,.,1.4 ,0.43,0.15,0.58 ,20.3 ,.,19.0 ,.,.,20.7 ,.,.,0.06,.,.,.,.,.,20.3 ,20.72331419,20.5 ,0.06,.,.,.,48.8 ,20.5,21.1,-0.16,-0.16,-0.56,0.12,0.15,.,.,0.15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12.4,6.7,9.55,61,100,80.5,12.4,6.9,9.65,,,,,1,20.3 ,20.72331419,20.5 ,20.5,21.1,-0.16,-0.56
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,correlations with ashrae scale:-,,,,0.137059024,0.193137089,0.166658989,0.109992197,0.05109994,0.020943482,0.297732919
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,0,1992,34,0,-3,1,0,1,0,0,0,0,0,0,0,1.2,0.31,0.15,0.31,17.4,0,14.78,0,0,18.3,0,0,0.06,0,0,0,0,0,17.4,18.35375572,17.87687786,0.06,0,0,0,31.5,17.6,21.1,-0.17,-0.17,-0.63,0.05,0.12,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,1.6,3.75,61,100,80.5,5.9,1.7,3.8,0,0,0,0,-3,17.4,18.35375572,17.87687786,17.6,21.1,-0.17,-0.63
7,16,0,1,1993,97,0,3,2,0,3,0,0,0,0,0,0,0,4.5,1.25,0.15,1.4,23.1,0,22.39,0,0,22.9,0,0,0.1,0,0,0,0,0,23.1,22.92849681,22.77666624,0.1,0,0,0,54.5,22,32.5,0.9,2.76,2.29,0.88,0.18,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,6.7,9.55,70,100,85,12.8,7.5,10.15,0,0,0,0,3,23.1,22.92849681,22.77666624,22,32.5,0.9,2.29
3.921052632,6.947368421,#DIV/0!,0.657894737,1992.578947,71.23684211,#DIV/0!,0.421052632,1.526315789,#DIV/0!,2.375,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,2.305263158,0.748947368,0.15,0.831842105,20.02631579,#DIV/0!,17.67342105,#DIV/0!,#DIV/0!,20.40263158,#DIV/0!,#DIV/0!,0.061052632,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,20.02631579,20.42439517,20.22535548,0.061052632,#DIV/0!,#DIV/0!,#DIV/0!,44.04736842,19.91578947,26.22631579,0.250789474,0.601578947,0.784736842,0.279210526,0.154473684,#DIV/0!,#DIV/0!,0.154473684,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,8.281578947,3.218421053,5.75,63.73684211,100,81.86842105,8.384210526,3.407894737,5.896052632,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.421052632,20.02631579,20.42439517,20.22535548,19.91578947,26.22631579,0.250789474,0.784736842
2.592938216,3.938358613,#DIV/0!,0.480782908,0.500355493,19.56891386,#DIV/0!,1.604580924,0.506009406,#DIV/0!,0.619139187,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.735562799,0.231350786,0,0.249668486,1.754790233,#DIV/0!,1.910299646,#DIV/0!,#DIV/0!,1.517374482,#DIV/0!,#DIV/0!,0.006488857,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1.754790233,1.510996157,1.597091277,0.006488857,#DIV/0!,#DIV/0!,#DIV/0!,7.202692321,1.339529227,3.256318947,0.327623561,0.765331676,0.749831465,0.204204211,0.019409857,#DIV/0!,#DIV/0!,0.019409857,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,2.534716282,1.864875224,2.182485565,2.853960837,0,1.426980419,2.557926347,1.910056116,2.216503869,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1.604580924,1.754790233,1.510996157,1.597091277,1.339529227,3.256318947,0.327623561,0.749831465
