BLCODE,SUB,AGE,SEX,YEAR,DAY,TIME,ASH,PRXY_TSA,TSA,MCI,VENT,AVM,COMF,ACT10,ACT20,ACT30,ACT60,MET,CLO,UPHOLST,INSUL,TA_H,TA_M,TA_L,DEWPT,PRTA-B,TG_H,TG_M,TG_L,VEL_H,VEL_M,VEL_L,TURB_H,TURB_M,TURB_L,TAAV,TRAV,TOP,VELAV,VELMAX,TUAV,PA,RH,ET,SET,TSENS,DISC,PMV,PPD,PD_H,PD_M,PD_L,PD_MAX,PCC,PCC_AG,PCS,PCEC1,PCEC2,PCEC3,PCEC4,PCEC5,PCEC6,PCEC7,PCED1,PCED2,PCED3,PCED4,PCED5,PCED6,PCED7,day15_ta,day06_ta,dayav_ta,day15_rh,day06_rh,dayav_rh,day15_et,day06_et,dayav_et
2,72,31,0,1983,7,1425,1.0,2.0,.,1,.,.,.,1.058020478,1.058020478,1.979522184,1.126279863,1.305460751,0.56888,0.15,0.72,.,24.7,.,15.8,.,.,24.6,.,.,0.12,.,.,.,.,24.7,24.483,24.5915,0.12,.,.,1.199776101,38.57053406,24.3,25.8,0.11,0.17,0.37,0.08,.,0.09,.,0.09,.,4.4,.,1,.,.,0,1,.,1,.,.,.,.,.,.,.,25.4,13,19.2,44.18361678,93.46007453,68.82184565,25.2,13.3,19.25
2,65,31,0,1983,7,1445,1.0,2.0,.,2,.,.,.,1.058020478,1.058020478,1.058020478,1.979522184,1.288395904,0.67828,0.15,0.83,.,24.7,.,16.7,.,.,24.7,.,.,0.12,.,.,.,.,24.7,24.7,24.7,0.12,.,.,1.365870979,43.91017048,24.5,26.8,0.3,0.44,0.56,0.12,.,0.09,.,0.09,.,3.1,.,1,.,.,0,0,.,1,.,.,.,.,.,.,.,25.4,13,19.2,44.18361678,93.46007453,68.82184565,25.2,13.3,19.25
2,66,31,0,1983,7,1506,0.0,2.0,.,2,.,.,.,1.058020478,1.058020478,1.058020478,1.058020478,1.058020478,0.61264,0.15,0.76,.,24.6,.,17.2,.,.,24.5,.,.,0.36,.,.,.,.,24.6,24.274,24.437,0.36,.,.,1.46715567,47.44908104,24.4,24.3,-0.06,-0.06,-0.24,0.06,.,0.39,.,0.39,.,4.4,.,1,.,.,0,1,.,1,.,.,.,.,.,.,.,25.4,13,19.2,44.18361678,93.46007453,68.82184565,25.2,13.3,19.25
2,73,31,0,1983,7,1520,0.7,2.0,.,2,.,.,.,1.058020478,1.058020478,1.058020478,1.058020478,1.058020478,0.61264,0.15,0.76,.,25.3,.,17.2,.,.,25.2,.,.,0.1,.,.,.,.,25.3,25.095,25.1975,0.1,.,.,1.42046567,44.06066965,25.1,26.2,0.16,0.24,0.34,0.07,.,0.06,.,0.06,.,0,.,0,.,.,0,0,.,0,.,.,.,.,.,.,.,25.4,13,19.2,44.18361678,93.46007453,68.82184565,25.2,13.3,19.25
2,74,24,0,1983,7,1537,2.0,1.0,.,1,.,.,.,1.058020478,1.058020478,1.058020478,1.058020478,1.058020478,0.64546,0.15,0.80,.,24.7,.,17,.,.,24.7,.,.,0.23,.,.,.,.,24.7,24.7,24.7,0.23,.,.,1.42243544,45.72861098,24.6,25.5,0,0,0.04,0.05,.,0.21,.,0.21,.,1.5,.,0,.,.,0,0,.,1,.,.,.,.,.,.,.,25.4,13,19.2,44.18361678,93.46007453,68.82184565,25.2,13.3,19.25
2,71,31,0,1983,7,1550,0.7,2.0,.,2,.,.,.,1.058020478,1.058020478,1.058020478,1.058020478,1.058020478,0.79862,0.15,0.95,.,24.7,.,16.8,.,.,24.7,.,.,0.14,.,.,.,.,24.7,24.7,24.7,0.14,.,.,1.384658108,44.51414117,24.6,27.1,0.31,0.48,0.39,0.08,.,0.11,.,0.11,.,4.4,.,1,.,.,0,1,.,1,.,.,.,.,.,.,.,25.4,13,19.2,44.18361678,93.46007453,68.82184565,25.2,13.3,19.25
2,85,31,0,1983,7,1555,1.5,2.0,.,1,.,.,.,1.058020478,1.348122867,1.348122867,1.348122867,1.276450512,0.64546,0.15,0.80,.,24.7,.,16.6,.,.,28.9,.,.,0.13,.,.,.,.,24.7,34.062,29.381,0.13,.,.,1.347151118,43.30836231,28.5,30.3,1.06,1.38,1.5,0.51,.,0.10,.,0.10,.,0,.,0,.,.,0,0,.,0,.,.,.,.,.,.,.,25.4,13,19.2,44.18361678,93.46007453,68.82184565,25.2,13.3,19.25
2,67,39,0,1983,7,1610,2.2,1.0,.,1,.,.,.,1.058020478,1.348122867,1.058020478,1.058020478,1.131399317,0.56888,0.15,0.72,.,25,.,17.3,.,.,25.1,.,.,0.14,.,.,.,.,25.0,25.228,25.114,0.14,.,.,1.459603925,46.09076948,25,25.9,0.08,0.14,0.16,0.06,.,0.11,.,0.11,.,4.4,.,1,.,.,0,1,.,1,.,.,.,.,.,.,.,25.4,13,19.2,44.18361678,93.46007453,68.82184565,25.2,13.3,19.25
2,70,52,0,1983,7,1620,0.0,2.0,.,2,.,.,.,1.058020478,1.058020478,1.058020478,1.058020478,1.058020478,0.6564,0.15,0.81,.,25.1,.,17.2,.,.,26.4,.,.,0.53,.,.,.,.,25.1,30.113,27.6065,0.53,.,.,1.43380567,45.0071016,26.9,26.5,0.27,0.38,0.41,0.09,.,0.62,.,0.62,.,3.1,.,1,.,.,0,0,.,1,.,.,.,.,.,.,.,25.4,13,19.2,44.18361678,93.46007453,68.82184565,25.2,13.3,19.25
2,64,24,1,1983,7,1625,1.0,2.0,.,2,.,.,.,1.058020478,1.058020478,1.348122867,1.092150171,1.139931741,0.71688,0.15,0.87,.,25,.,17.3,.,.,25.2,.,.,0.13,.,.,.,.,25.0,25.446,25.223,0.13,.,.,1.459603925,46.09076948,25.1,27,0.32,0.47,0.43,0.09,.,0.10,.,0.10,.,4.4,.,1,.,.,0,1,.,1,.,.,.,.,.,.,.,25.4,13,19.2,44.18361678,93.46007453,68.82184565,25.2,13.3,19.25
